log_name,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2,4(N)_q(N)_Hirshfeld,Density of all electrons_N_4(N),Density of Alpha electrons_N_4(N),Density of Beta electrons_N_4(N),Lagrangian kinetic energy G(r)_N_4(N),Hamiltonian kinetic energy K(r)_N_4(N),Potential energy density V(r)_N_4(N),Energy density E(r) or H(r)_N_4(N),Laplacian of electron density_N_4(N),Electron localization function (ELF)_N_4(N),Localized orbital locator (LOL)_N_4(N),Local information entropy_N_4(N),Sign(lambda2)*rho_N_4(N),Sign(lambda2)*rho with promolecular approximation_N_4(N),Average local ionization energy (ALIE)_N_4(N),Delta-g (under promolecular approximation)_N_4(N),Delta-g (under Hirshfeld partition)_N_4(N),ESP from nuclear charges_N_4(N),ESP from electrons_N_4(N),Total ESP_N_4(N),4(N)_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,4(N)_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,4(N)_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,4(N)_Avg_q(N)_neighbors_Hirshfeld,4(N)_Std_q(N)_neighbors_Hirshfeld,4(N)_Abs_Diff_q(N)_Hirshfeld,4(N)_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,4(N)_Num_neighbors_Hirshfeld,4(N)_Entropy_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_Hirshfeld,sum_frag_Density of all electrons_N,sum_frag_Density of Alpha electrons_N,sum_frag_Density of Beta electrons_N,sum_frag_Lagrangian kinetic energy G(r)_N,sum_frag_Hamiltonian kinetic energy K(r)_N,sum_frag_Potential energy density V(r)_N,sum_frag_Energy density E(r) or H(r)_N,sum_frag_Laplacian of electron density_N,sum_frag_Electron localization function (ELF)_N,sum_frag_Localized orbital locator (LOL)_N,sum_frag_Local information entropy_N,sum_frag_Sign(lambda2)*rho_N,sum_frag_Sign(lambda2)*rho with promolecular approximation_N,sum_frag_Average local ionization energy (ALIE)_N,sum_frag_Delta-g (under promolecular approximation)_N,sum_frag_Delta-g (under Hirshfeld partition)_N,sum_frag_ESP from nuclear charges_N,sum_frag_ESP from electrons_N,sum_frag_Total ESP_N,sum_frag_q(N)_div_Sum_q(N)_neighbors_Hirshfeld,sum_frag_q(N)_res_Sum_q(N)_neighbors_Hirshfeld,sum_frag_Sum_q(N)_neighbors_div_q(N)_Hirshfeld,sum_frag_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Std_q(N)_neighbors_Hirshfeld,sum_frag_Abs_Diff_q(N)_Hirshfeld,sum_frag_q(N)_x_Avg_q(N)_neighbors_Hirshfeld,sum_frag_Num_neighbors_Hirshfeld,sum_frag_Entropy_q(N)_neighbors_Hirshfeld,G_div_V_N_4(N),sum_frag_G_div_V_N,G(T)_spc(Hartree)
CHEMBL1743593-conf_4,-0.5362,-0.327,-0.4316,0.2092,0.44522,123.323,52.5817,0.2125,1154.623,379.999813535436,585.602357402779,0.890777595339516,-85.7936,233.6565,234.3267,2.10848,2.11281,88.631,77.5439049586777,97.5464876033058,97.5174328512397,75.5762469071494,84.1662325823675,84.293202239875,73.1711859356377,71.2855706197855,71.6561755065554,69.1104873276183,61.1372530749162,61.4796869176295,61.5553814164236,51.5594935137484,51.6638476817082,5.3743950079561,2.77617992330798,5.06025229906525,5.37708292699651,2.7611492328956,5.05707771809579,5.3743950079561,2.77617992330798,5.06025229906525,5.37708292699651,2.7611492328956,5.05707771809579,2.72664000690005,5.04207298638169,4.95,2.72576738657818,5.04207298638169,4.95,2.44702778267353,5.04207298638169,2.44489498863371,5.04207298638169,2.48236211904043,5.04207298638169,1.92575509783584,5.04207298638169,0.218109,0.564598,0.564625827029724,-0.056793,-0.576483,0.582787612273116,-0.058365,-0.577076,0.583409933595581,-0.0693681798,195.4602697,97.73013485,97.73013485,18.66365558,367309.16,-367327.8237,-367309.16,-1469161.986,0.999999025,0.9990135645,-1.309949218,-193.1622345,-193.1622345,14.1530432,0.05055606165,0.07164436692,2254905.045,-35.95980581,2254869.085,-0.11659846420494,-0.664300371,-8.57644229552063,0.1487330478,0.0874156662332465,0.2181012276,-0.0103173408019923,4,1.7148701038418,-0.0693681798,195.4602697,97.73013485,97.73013485,18.66365558,367309.16,-367327.8237,-367309.16,-1469161.986,0.999999025,0.9990135645,-1.309949218,-193.1622345,-193.1622345,14.1530432,0.05055606165,0.07164436692,2254905.045,-35.95980581,2254869.085,-0.11659846420494,-0.664300371,-8.57644229552063,0.1487330478,0.0874156662332465,0.2181012276,-0.0103173408019923,4,1.7148701038418,5.08E-05,5.08E-05,-578.432478
CHEMBL1743593-conf_5,-0.5353,-0.32692,-0.43111,0.20838,0.44595,123.916,54.3186,0,1953.636,380.309770431369,585.435331588823,0.889882352511093,-89.1891,232.0424,232.0397,2.11124,2.11121,88.522,77.5116219008264,97.5045196280992,97.4722365702479,75.2230108086991,84.2997135043625,84.322502930069,72.6720798569726,71.3879991060787,71.4345575089392,68.5997484159523,61.215290719344,61.2310147223258,61.0983955061759,51.5148811371113,51.5094500651729,5.37986359684114,2.78086356378312,5.05940855542075,5.37984848370961,2.78042933208568,5.05941673928137,5.37986359684114,2.78086356378312,5.05940855542075,5.37984848370961,2.78042933208568,5.05941673928137,2.75,5.04207298638169,4.95,2.75,5.04207298638169,4.95,2.52232403322489,5.04207298638169,2.38705816517957,5.04207298638169,2.52232403322488,5.04207298638169,2.38705816517957,5.04207298638169,0.218271,0.563726,0.563726000012417,-0.057516,-0.576813,0.583124966403429,-0.057517,-0.576815,0.583126219623162,-0.0698113739,195.4590103,97.72950513,97.72950513,18.66076605,367304.0226,-367322.6834,-367304.0226,-1469141.447,0.9999990253,0.9990137065,-1.309928183,-193.1624076,-193.1624076,14.15321002,0.05049686916,0.07159699506,2287271.436,-35.86897674,2287235.567,-0.117670381911883,-0.6630904367,-8.49831524086364,0.1483197657,0.0883302214771426,0.2181311396,-0.010354406620043,4,1.70298407999204,-0.0698113739,195.4590103,97.72950513,97.72950513,18.66076605,367304.0226,-367322.6834,-367304.0226,-1469141.447,0.9999990253,0.9990137065,-1.309928183,-193.1624076,-193.1624076,14.15321002,0.05049686916,0.07159699506,2287271.436,-35.86897674,2287235.567,-0.117670381911883,-0.6630904367,-8.49831524086364,0.1483197657,0.0883302214771426,0.2181311396,-0.010354406620043,4,1.70298407999204,5.08E-05,5.08E-05,-578.437397
CHEMBL1743593-conf_6,-0.53536,-0.32763,-0.431495,0.20773,0.44815,123.112,52.3695,0.2182,1817.713,379.959778987237,585.272295773613,0.890536674399416,-92.6291,234.8496,236.5748,2.10934,2.11464,178.675,77.3792613636364,97.5497159090909,97.6142820247934,75.4574163302513,84.2362286756088,84.6203932803751,73.1888781287247,71.4475938617402,71.9252830750894,69.0289554603056,61.2036433097279,61.7871785314946,61.2655949351375,51.3903544162374,52.1607907640742,5.37294688832045,2.45688811859615,5.05865333718043,5.30558214688877,2.46674462652202,5.05818122269728,5.37294688832045,2.45688811859615,5.05865333718043,5.30558214688877,2.46674462652202,5.05818122269728,2.4,5.02493781056045,4.95,2.44588334543414,5.01597448159378,4.85,2.39676358099818,5.02493781056045,1.9546299179848,5.02493781056045,2.41646728090232,5.01597448159378,2.4,4.9623583103198,0.219329,0.564605,0.56478523246806,-0.057093,-0.576511,0.582790067737946,-0.056736,-0.575784,0.582383326173578,-0.0688894883,195.4527748,97.72638742,97.72638742,18.66524214,367293.2749,-367311.9402,-367293.2749,-1469098.439,0.9999990247,0.9990134178,-1.309824041,-193.1623677,-193.1623677,14.15387632,0.05025640713,0.07128860145,2269750.821,-35.93807818,2269714.883,-0.115528731274955,-0.6651869421,-8.65585546525245,0.14907436345,0.0893659820110922,0.21796385175,-0.0102696566167187,4,1.69475813021798,-0.0688894883,195.4527748,97.72638742,97.72638742,18.66524214,367293.2749,-367311.9402,-367293.2749,-1469098.439,0.9999990247,0.9990134178,-1.309824041,-193.1623677,-193.1623677,14.15387632,0.05025640713,0.07128860145,2269750.821,-35.93807818,2269714.883,-0.115528731274955,-0.6651869421,-8.65585546525245,0.14907436345,0.0893659820110922,0.21796385175,-0.0102696566167187,4,1.69475813021798,5.08E-05,5.08E-05,-578.431808
CHEMBL1743593-conf_7,-0.53726,-0.32751,-0.432385,0.20975,0.44567,122.383,45.9327,0.4802,1285.359,378.999852519223,585.225372749814,0.892744496268286,-82.687,232.5829,232.5831,2.11303,2.11303,179.433,77.5019369834711,97.9080578512397,97.9080578512397,75.9262273733559,84.5634197161089,84.561791899987,73.6432881406436,71.5090509535161,71.5090509535161,69.5396943719717,61.143659150205,61.1430767797242,61.9243063745267,51.2409999379306,51.2409999379306,5.37055128901195,2.05775694960397,4.96972780650599,5.37055027975722,2.05782811619582,4.96973295739304,5.37055128901195,2.05775694960397,4.96972780650599,5.37055027975722,2.05782811619582,4.96973295739304,2.04594426737158,4.95706566428164,4.95,2.04594426737158,4.95706566428164,4.95,2.04594426737158,4.94216551726063,1.96304533679449,4.94974746830583,2.04594426737158,4.94216551726063,1.96304533679449,4.94974746830583,0.218107,0.565006,0.56537730517328,-0.057319,-0.576693,0.583108127809071,-0.05732,-0.576693,0.583108241487805,-0.0701648484,195.4558448,97.72792238,97.72792238,18.66663099,367300.9397,-367319.6064,-367300.9397,-1469129.092,0.9999990246,0.9990133702,-1.309875313,-193.1622956,-193.1622956,14.15350783,0.05053225337,0.07160907894,2274381.863,-35.95279303,2274345.91,-0.117687988329753,-0.6663586435,-8.49704387161478,0.149048448775,0.0876231206300744,0.219213297175,-0.010457961812553,4,1.71361505676302,-0.0701648484,195.4558448,97.72792238,97.72792238,18.66663099,367300.9397,-367319.6064,-367300.9397,-1469129.092,0.9999990246,0.9990133702,-1.309875313,-193.1622956,-193.1622956,14.15350783,0.05053225337,0.07160907894,2274381.863,-35.95279303,2274345.91,-0.117687988329753,-0.6663586435,-8.49704387161478,0.149048448775,0.0876231206300744,0.219213297175,-0.010457961812553,4,1.71361505676302,5.08E-05,5.08E-05,-578.427386
CHEMBL1743593-conf_8,-0.53736,-0.32758,-0.43247,0.20978,0.44578,122.48,46.3892,0.6067,1521.277,378.769844020277,584.658350437047,0.892709522346587,-82.7092,232.0129,232.0131,2.11784,2.11784,90.961,77.6342975206611,97.6530216942149,97.65625,75.8562312801146,84.2883187915093,84.2866909753874,73.508268772348,71.5854067342074,71.5844755661502,69.4261321282147,61.2531448005963,61.2513976891539,61.8548662404568,51.1894047545155,51.1897926882254,5.37587454549691,2.05123852631336,4.98682858739442,5.37587365789129,2.05063203067502,4.98684113381431,5.37587454549691,2.05123852631336,4.98682858739442,5.37587365789129,2.05063203067502,4.98684113381431,2,4.95706566428164,4.95,2,4.95706566428164,4.95,1.99682450293563,4.94974746830583,1.99682450293563,4.94974746830583,1.99682450293563,4.94974746830583,1.99682450293563,4.94974746830583,0.218316,0.565152,0.565536638665436,-0.058445,-0.5768,0.583253834582337,-0.058445,-0.5768,0.583253821763733,-0.0685533933,195.4578046,97.7289023,97.7289023,18.66762903,367304.1192,-367322.7868,-367304.1192,-1469141.806,0.9999990246,0.999013334,-1.309908046,-193.1623377,-193.1623377,14.15372502,0.05056417726,0.07165658081,2278199.966,-35.99459925,2278163.971,-0.114985670642341,-0.664744144,-8.69673581424306,0.149047687675,0.0875851951511356,0.217601080975,-0.0102177247536398,4,1.7145993755426,-0.0685533933,195.4578046,97.7289023,97.7289023,18.66762903,367304.1192,-367322.7868,-367304.1192,-1469141.806,0.9999990246,0.999013334,-1.309908046,-193.1623377,-193.1623377,14.15372502,0.05056417726,0.07165658081,2278199.966,-35.99459925,2278163.971,-0.114985670642341,-0.664744144,-8.69673581424306,0.149047687675,0.0875851951511356,0.217601080975,-0.0102177247536398,4,1.7145993755426,5.08E-05,5.08E-05,-578.427107
CHEMBL1743593-conf_9,-0.53719,-0.32746,-0.432325,0.20973,0.44558,122.839,50.9817,0.3606,1313.258,379.559851492339,585.353914007649,0.891557875931512,-82.8065,232.213,236.5067,2.11776,2.10346,88.104,77.6924070247934,97.7466425619835,97.5723140495868,75.9799453053783,84.3420367235317,84.8059643182706,73.6079037544696,71.6356898092968,71.9383194278903,69.4896105106224,61.328852963101,61.7126351099515,61.9033579541928,51.225870523245,52.1759201787599,5.37344627573965,2.75913817555804,4.98846542885543,5.33351320434472,2.78903574825402,4.97068785170328,5.37344627573965,2.75913817555804,4.98846542885543,5.33351320434472,2.78903574825402,4.97068785170328,2.71991207073669,4.97317805834458,4.95,2.76935776427054,4.96009072497671,4.9,2.45986403211604,4.94772675074119,1.93571307176224,4.9520197899443,2.47165642529967,4.93583832798442,2.38601902243802,4.96009072497671,0.21842,0.565287,0.565332267022678,-0.058627,-0.576942,0.583397980672714,-0.056284,-0.577484,0.583720291313399,-0.0707840067,195.4644096,97.73220479,97.73220479,18.64908909,367318.4044,-367337.0535,-367318.4044,-1469199.021,0.9999990266,0.9990143684,-1.310018362,-193.1623251,-193.1623251,14.15370412,0.05026843563,0.07129342872,2283868.429,-35.84179813,2283832.587,-0.11831007927863,-0.6690762835,-8.45236522616909,0.1495730692,0.0877320573661962,0.2203570759,-0.0105873811323923,4,1.71360783314902,-0.0707840067,195.4644096,97.73220479,97.73220479,18.64908909,367318.4044,-367337.0535,-367318.4044,-1469199.021,0.9999990266,0.9990143684,-1.310018362,-193.1623251,-193.1623251,14.15370412,0.05026843563,0.07129342872,2283868.429,-35.84179813,2283832.587,-0.11831007927863,-0.6690762835,-8.45236522616909,0.1495730692,0.0877320573661962,0.2203570759,-0.0105873811323923,4,1.71360783314902,5.08E-05,5.08E-05,-578.427364
CHEMBL1743594,-0.42418,-0.35386,-0.38902,0.07032,1.07606,284.969,149.877,1.7719,3264.974,673.193463621729,1162.61577595303,0.794270394663952,-200.8869,213.2002,215.7573,2.0986,2.11677,87.947,99.2800878099174,98.1856921487603,98.3148243801653,99.4921213699701,89.0838650865998,88.7550462299779,98.5455154946365,80.6298420738975,79.700536352801,94.5408591129333,73.2214405516213,72.3146897130078,85.7143411333871,65.5790298553783,64.9637669914965,6.04745931780503,4.35365617515624,9.79347822555328,5.30909543306771,4.21917338291173,9.44189719194871,5.40533528984474,4.31209652787435,6.62983159083432,5.30909543306771,4.21917338291173,6.43610470336705,4.3454317813923,9.75628002878146,5.6,4.20258360256471,9.4266908297663,4.85,4.31768557473432,9.30483745156249,4.1491561161355,8.03196738041185,4.00198185928971,7.86670197732188,3.81208936831798,8.86242066255038,0.533804,1.020496,1.02055233684559,-0.047098,-0.573095,0.57905333555727,-0.044733,-0.569136,0.575601191062875,-0.0560220204,195.4863779,97.74318895,97.74318895,18.72467354,367366.661,-367385.3857,-367366.661,-1469391.745,0.9999990191,0.9990105628,0.1616294308,-193.1643582,-193.1643582,14.1469102,0.04992499474,0.07099455225,2951774.201,-50.66398254,2951723.537,-0.0607568453128044,-0.9780912969,-16.4590507431967,0.230517319125,0.227015131467935,0.286539339525,-0.012914045954574,4,1.34713599696621,-0.0560220204,195.4863779,97.74318895,97.74318895,18.72467354,367366.661,-367385.3857,-367366.661,-1469391.745,0.9999990191,0.9990105628,0.1616294308,-193.1643582,-193.1643582,14.1469102,0.04992499474,0.07099455225,2951774.201,-50.66398254,2951723.537,-0.0607568453128044,-0.9780912969,-16.4590507431967,0.230517319125,0.227015131467935,0.286539339525,-0.012914045954574,4,1.34713599696621,5.10E-05,5.10E-05,-1569.689441
CHEMBL1743594-conf_1,-0.49395,-0.32951,-0.41173,0.16444,0.51545,273.476,98.6023,0.0009,3357.104,594.376828395915,1070.08521885545,0.85120565007373,-208.3971,218.1893,223.2021,2.11537,2.10836,91.945,99.244576446281,98.308367768595,97.682076446281,99.0591222815471,91.0828232842818,89.2319963536919,97.6106227651967,84.6422452324195,82.0722213945173,94.9124114796869,78.4080320536713,75.917233507268,88.8247936192663,71.3313109055924,69.2659518341506,5.96073770106884,4.12271943621272,7.08749245851665,5.38881604818801,4.45361333046898,7.12301092669481,5.96073770106884,4.12271943621272,6.60920026905002,5.38881604818801,4.45361333046898,6.77891551370781,4.100134266116,7.07053746189072,5.55,4.45601003908184,7.10228836361915,4.95,4.100134266116,6.97226648945664,3.65,7.07053746189072,4.45601003908184,7.06912300076891,4.06716022976283,7.10228836361915,0.537928,1.021607,1.02160700001615,-0.065196,-0.589283,0.594659839113085,-0.052624,-0.577244,0.582465329635164,-0.076858007,195.5067747,97.75338737,97.75338737,18.80884416,367422.6027,-367441.4116,-367422.6027,-1469615.176,0.9999990106,0.9990062921,0.1615605896,-193.1660993,-193.1660993,14.09718941,0.04863510921,0.06985467466,4105207.086,-53.42182862,4105153.664,-0.0906083680563305,-0.925102034,-11.0365082326426,0.21206100675,0.236237905024919,0.28891901375,-0.0162985863412185,4,1.20132361861613,-0.076858007,195.5067747,97.75338737,97.75338737,18.80884416,367422.6027,-367441.4116,-367422.6027,-1469615.176,0.9999990106,0.9990062921,0.1615605896,-193.1660993,-193.1660993,14.09718941,0.04863510921,0.06985467466,4105207.086,-53.42182862,4105153.664,-0.0906083680563305,-0.925102034,-11.0365082326426,0.21206100675,0.236237905024919,0.28891901375,-0.0162985863412185,4,1.20132361861613,5.12E-05,5.12E-05,-1569.760201
CHEMBL1743594-conf_10,-0.4869,-0.32849,-0.407695,0.15841,0.52464,271.729,65.6584,2.115,2704.366,599.336965204831,1074.19047046779,0.846318673795614,-208.4856,222.3779,211.2084,2.1247,2.09831,88.646,99.2284349173554,97.368930785124,98.7312758264463,98.985870556062,86.6974866519078,93.4757129834614,97.5817565554231,77.3232643027414,88.8054976162098,95.0993524040254,69.5903606038017,84.10012113306,89.047079635032,61.8381850909317,78.0340295450313,5.40613401388787,4.18453135830384,7.03673839743777,5.89299295884471,4.17180376185285,7.14248883184908,5.40613401388787,4.18453135830384,6.78523804353495,5.89299295884471,4.17180376185285,6.79469063419247,4.18193163437815,7.01231060350296,4.95,4.17509786447896,7.11969100453103,5.45,4.18193163437815,6.82367203197809,3.64221050646231,6.44457135890355,4.17509786447896,7.07990112925315,4.17509786447896,7.11969100453103,0.539448,1.024916,1.02491904571532,-0.051799,-0.57338,0.579362745480757,-0.054001,-0.58513,0.589682410955253,-0.063530375,195.4917614,97.74588072,97.74588072,18.72603339,367385.4026,-367404.1286,-367385.4026,-1469466.706,0.999999019,0.9990105364,0.1616112617,-193.1640238,-193.1640238,14.11946478,0.04992942173,0.07106196263,2801998.649,-51.31949378,2801947.329,-0.0697088182664496,-0.9748982131,-14.3453873536871,0.227841959525,0.229890501017701,0.291372334525,-0.014474885129358,4,1.32591227108054,-0.063530375,195.4917614,97.74588072,97.74588072,18.72603339,367385.4026,-367404.1286,-367385.4026,-1469466.706,0.999999019,0.9990105364,0.1616112617,-193.1640238,-193.1640238,14.11946478,0.04992942173,0.07106196263,2801998.649,-51.31949378,2801947.329,-0.0697088182664496,-0.9748982131,-14.3453873536871,0.227841959525,0.229890501017701,0.291372334525,-0.014474885129358,4,1.32591227108054,5.10E-05,5.10E-05,-1569.758125
CHEMBL1743594-conf_2,-0.48917,-0.32819,-0.40868,0.16098,0.51876,273.41,93.8536,0.6162,3611.069,599.306746633357,1073.01399597426,0.845743266770622,-207.893,216.5335,222.7903,2.11172,2.10904,91.769,99.2736311983471,98.2922262396694,97.7272727272727,99.1340018231541,91.0063159265529,89.3817554369059,97.7465733015495,84.2604663289631,82.0573227056019,95.0644101751771,77.9002049944092,75.6924385016772,88.9008286264043,70.8176866737012,68.9602600707591,5.96350374897526,4.04027059812822,7.06286916573635,5.37648520186632,4.44232996065606,7.1302881790336,5.96350374897526,4.04027059812822,6.58181103976887,5.37648520186632,4.44232996065606,6.77859914181415,4.01766112877986,7.04592080568608,5.55,4.43732675877748,7.11688133946323,4.95,4.01766112877986,6.94064118075557,3.75,6.94064118075557,4.43732675877748,7.08801805866774,4.09114497443667,6.67083203206317,0.53974,1.025084,1.02508947533569,-0.063814,-0.587853,0.593235747555725,-0.049988,-0.576427,0.581532487053819,-0.0640624796,195.4891867,97.74459333,97.74459333,18.76436344,367385.2364,-367404.0008,-367385.2364,-1469465.888,0.999999015,0.9990084913,0.1616199516,-193.165311,-193.165311,14.11127937,0.04907425865,0.0700698401,3553296.698,-52.95121208,3553243.746,-0.0720517014935349,-0.953180686,-13.8789227633955,0.2222795516,0.232649272491375,0.2863420312,-0.0142397792398721,4,1.28216461032409,-0.0640624796,195.4891867,97.74459333,97.74459333,18.76436344,367385.2364,-367404.0008,-367385.2364,-1469465.888,0.999999015,0.9990084913,0.1616199516,-193.165311,-193.165311,14.11127937,0.04907425865,0.0700698401,3553296.698,-52.95121208,3553243.746,-0.0720517014935349,-0.953180686,-13.8789227633955,0.2222795516,0.232649272491375,0.2863420312,-0.0142397792398721,4,1.28216461032409,5.11E-05,5.11E-05,-1569.760623
CHEMBL1743594-conf_3,-0.48336,-0.32536,-0.40436,0.158,0.51743,272.752,93.1383,1.3849,3364.649,599.536677808985,1074.90185448161,0.846410239986682,-201.2234,216.2114,215.0125,2.10523,2.10083,93.877,99.3026859504132,98.2922262396694,97.7240444214876,99.150279984373,91.1023570777445,89.6308113035552,97.8145485697259,84.8945917759237,82.8674389153754,95.1040113678718,78.7172707789788,77.2817275437943,88.7491465458382,71.6854943827199,71.3561386630253,5.90885931504893,4.18036301981514,7.07973478444195,5.35674072022773,4.47211276712432,7.19574523005502,5.90885931504893,4.18036301981514,6.72946676008535,5.35674072022773,4.47211276712432,6.84468969517813,4.17139926246847,7.06151541809547,5.45,4.47297869896611,7.18401002226472,4.9,4.17139926246847,6.91393520363042,3.94642581696098,7.06151541809547,4.47297869896611,7.17025104163027,4.2093054713115,7.18401002226472,0.540628,1.030051,1.03015385601909,-0.062365,-0.588271,0.593648528113226,-0.04549,-0.572815,0.577851922030203,-0.0584692258,195.484967,97.74248348,97.74248348,18.72450273,367368.996,-367387.7205,-367368.996,-1469401.086,0.9999990191,0.9990105599,0.1616341926,-193.1645662,-193.1645662,14.12031514,0.04997301718,0.07106439445,3058290.741,-52.0228243,3058238.718,-0.0635348006921901,-0.9787400878,-15.7394056344765,0.2300677155,0.22970555196337,0.2885369413,-0.0134518812068596,4,1.34050051523212,-0.0584692258,195.484967,97.74248348,97.74248348,18.72450273,367368.996,-367387.7205,-367368.996,-1469401.086,0.9999990191,0.9990105599,0.1616341926,-193.1645662,-193.1645662,14.12031514,0.04997301718,0.07106439445,3058290.741,-52.0228243,3058238.718,-0.0635348006921901,-0.9787400878,-15.7394056344765,0.2300677155,0.22970555196337,0.2885369413,-0.0134518812068596,4,1.34050051523212,5.10E-05,5.10E-05,-1569.756713
CHEMBL1743594-conf_4,-0.49086,-0.32676,-0.40881,0.1641,0.50922,273.801,98.8392,1.4438,3439.629,600.21707160326,1072.77114269294,0.844333140536194,-203.7639,215.7925,216.5105,2.10429,2.10605,93.786,99.2574896694215,97.6853047520661,98.2825413223141,99.0721448105222,89.5917437166298,91.0779398359161,97.7037395709178,82.525700238379,84.7884386174017,94.8372856876631,76.4722325754752,78.5932258665673,88.2716001489665,70.4080286760598,71.3580783315747,5.35975611776908,4.42732112621121,7.33018179911678,5.91012372633455,4.19561532076235,7.08739412292699,5.35975611776908,4.42732112621121,7.0188818783024,5.91012372633455,4.19561532076235,6.60451317523061,4.4145543061032,7.31641988953614,4.9,4.19149209253227,7.07106781186548,5.45,4.4145543061032,7.31641988953614,3.99441995486826,7.31641988953614,3.96686737903153,6.93000721500346,3.59109306607524,7.07106781186548,0.539145,1.027201,1.02731671086525,-0.046636,-0.573099,0.578077250721735,-0.062846,-0.588606,0.59403543603307,-0.0747099186,195.5053575,97.75267875,97.75267875,18.81690249,367417.8912,-367436.7081,-367417.8912,-1469596.297,0.9999990097,0.9990058548,0.1615653732,-193.1662568,-193.1662568,14.09883622,0.04840909692,0.06955850566,4221446.426,-53.34352994,4221393.082,-0.0877288414062483,-0.9263103433,-11.3987599057563,0.212900106175,0.236927400426089,0.287610024775,-0.0159057496022656,4,1.20097481570243,-0.0747099186,195.5053575,97.75267875,97.75267875,18.81690249,367417.8912,-367436.7081,-367417.8912,-1469596.297,0.9999990097,0.9990058548,0.1615653732,-193.1662568,-193.1662568,14.09883622,0.04840909692,0.06955850566,4221446.426,-53.34352994,4221393.082,-0.0877288414062483,-0.9263103433,-11.3987599057563,0.212900106175,0.236927400426089,0.287610024775,-0.0159057496022656,4,1.20097481570243,5.12E-05,5.12E-05,-1569.756472
