log_name,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2,G(T)_spc(Hartree)
imifoplatin-conf_1,-0.2401,-0.05243,-0.146265,0.18767,0.057,170.787,78.7048,19.8886,1844.34,472.962288954808,757.094363388687,0.849358333403998,377.215,133.9898,379.15,5.70127,2.97521,76.008,98.0533316115703,99.5028409090909,97.9661673553719,90.0231149889309,93.3275817163693,88.5027347310848,77.0159788438617,84.1431391537545,73.8248659117998,61.8494921729407,73.4573005963474,58.0652487886694,49.9840947178946,61.1953789336478,46.5931661597666,10.5499385515089,2.60469058340385,5.70613169679959,5.99852579471305,2.44683465451896,10.0974108583078,7.80126890472948,2.60469058340385,5.70613169679959,5.99852579471305,2.44683465451896,7.23211495406114,2.60470300070628,5.70350769263968,10.1,2.43151917995284,10.065038499678,5.55,2.0858076939754,5.70350769263968,1.89272870220752,5.70350769263968,2.15667568261897,10.0151135789865,2.13718917999011,10.065038499678,0.489558,0.485801,0.49340364584182,0.033184,0.016594,0.0615850407566643,0.501853,0.503396,0.51297474506841,-1676.576584
imifoplatin-conf_2,-0.2401,-0.05242,-0.14626,0.18768,0.05699,170.785,78.699,19.8879,2075.027,472.972293587058,757.228956924546,0.849441026016397,377.2179,133.9905,379.1502,5.70097,2.97519,76.009,98.0371900826446,99.5157541322314,97.9758522727273,90.0296262534184,93.3715327516604,88.5450579502539,77.0066671632896,84.1757300357569,73.8472139451728,61.8413389862095,73.4578829668282,58.0780609392471,49.9740084414375,61.1918875302588,46.5795884799206,10.5495542133376,2.60339547561377,5.70602207287334,5.99836930853614,2.44665469625468,10.0971895300148,7.80096667184298,2.60339547561377,5.70602207287334,5.99836930853614,2.44665469625468,7.23184755373684,2.60470300070628,5.70350769263968,10.1,2.43151917995284,10.065038499678,5.55,2.0858076939754,5.70350769263968,1.89272870220752,5.70350769263968,2.15667568261897,10.0151135789865,2.13718917999011,10.065038499678,0.489544,0.485786,0.493395454272737,0.033181,0.016589,0.0615804919028746,0.501863,0.503404,0.512980477122668,-1676.576585
imifoplatin-conf_3,-0.23496,-0.04523,-0.140095,0.18973,0.05172,172.13,80.7395,17.6186,2000.671,482.432567078144,767.590852435278,0.840363860015044,377.6865,377.682,133.9976,3.02514,6.00424,70.164,98.0145919421488,97.9790805785124,99.5254390495868,89.1506055475973,89.1717671571819,93.3243260841256,74.995344159714,74.9413364123957,84.1077547675805,59.1216688408498,59.1024506149832,73.4101285874022,47.5990782695053,47.5874402582087,60.9024889826826,5.96292589533773,2.45873683111464,10.0999311603065,10.8691503223036,2.91739959716207,5.67213303270448,5.96292589533773,2.45873683111464,7.34786456179059,7.64234932532241,2.6513483577697,5.67213303270448,2.45,10.0600695822643,5.55,2.90256099372849,5.66414159427534,10.45,2.1505793485135,10.0600695822643,2.04120160212865,10.0600695822643,2.05946807261503,5.66414159427534,1.86814529106596,5.66414159427534,0.494027,0.495838,0.50494049186117,0.494027,0.495838,0.504942014601677,0.032844,0.01639,0.0620494327451912,-1676.576648
imifoplatin,-0.23549,-0.04958,-0.142535,0.18591,0.05464,167.873,69.068,16.3815,2233.051,464.142361065428,748.15784414536,0.858674184826668,364.5346,377.3445,133.8454,2.91008,5.63258,70.252,98.5892303719008,97.8273502066116,99.4770144628099,91.5174501888267,88.3578590962365,93.0817814819638,79.0049538140644,74.4450238379023,83.9196588200239,63.5657379798733,59.3074450242266,73.3594623555721,51.2289739929241,48.1441251318975,61.2853795543418,5.99021145404731,2.25102994124577,9.54300614013827,9.91528093781768,2.76425213773576,5.66433128737695,5.99021145404731,2.25102994124577,7.00132282235711,7.73258193981035,2.76425213773576,5.66433128737695,2.23804336983446,9.51590773389486,5.55,2.63585148712105,5.65265424380441,9.5,2.2357218941286,9.51590773389486,1.97667394036305,9.51314879522023,2.02294046658226,5.65265424380441,2.28915307901679,5.65265424380441,0.487629,0.475004,0.511324629336393,0.492112,0.491611,0.498293739060607,0.033635,0.017287,0.063635029048473,-1676.583342
iproplatin-conf_10,-0.23107,-0.09418,-0.162625,0.13689,0.0966,170.151,38.5368,8.6487,1881.234,428.419341264683,694.29200198945,0.885067710653218,-197.8114,315.6927,31.8344,2.04098,2.48749,22.065,99.2736311983471,74.8676394628099,62.8809400826446,99.3342232061466,67.2760125016278,54.2437166297695,96.6226534564958,61.5679007747318,49.4459550059595,88.7777208348863,57.0175642937011,46.3095182631383,74.9421978772267,52.4381633666439,43.1843926509838,4.31454031362192,3.36453074247869,6.17328482664174,3.9874874562599,3.28898912571017,6.36110875924391,4.31454031362192,3.36453074247869,6.17328482664174,3.9874874562599,3.28898912571017,6.36110875924391,3.36778872256802,6.15020324867398,3.9,3.28998711360921,6.34133266750768,3.55,3.36778872256802,6.11003273313654,3.36429877289777,6.0518592184551,3.28998711360921,6.34133266750768,3.28998711360921,6.34133266750768,0.459878,0.832973,0.841046378782407,-0.369315,-0.609133,0.619855858564715,0.105632,0.271149,0.33555943206681,-1540.397516
iproplatin-conf_1,-0.23691,-0.09549,-0.1662,0.14142,0.09766,170.629,35.6992,8.8958,2169.816,432.289461286188,699.113239150785,0.881200011332592,-203.6517,32.0955,321.3083,2.49475,2.04279,21.962,99.2800878099174,62.629132231405,76.6173811983471,98.9370360724053,54.4178929548118,67.7790076832921,95.7250074493445,49.4105706197855,61.2457166269368,87.7364424152069,45.9676667909057,56.5161433097279,73.8994320650487,42.796846874806,52.6325181552976,3.9947496096107,3.29396720363714,6.31366491015371,4.41961308255929,3.3631007911413,6.38295277863043,3.9947496096107,3.29396720363714,6.31366491015371,4.41961308255929,3.3631007911413,6.38295277863043,3.29386505062509,6.30257883726971,3.55,3.35,6.36317530797321,4,3.29386505062509,6.30257883726971,3.29386505062509,5.7682319648225,3.35,6.36317530797321,3.33527482721252,6.31347764706584,0.462395,0.835508,0.844602422663468,0.110066,0.275427,0.339464441277728,-0.357268,-0.599808,0.609990650416053,-1540.396655
iproplatin-conf_2,-0.23335,-0.09502,-0.164185,0.13833,0.09744,170.461,37.0893,8.7912,1887.939,431.669290130965,696.982502746058,0.880672067125062,-203.8083,330.29,32.5912,2.03736,2.48135,22.157,99.2510330578512,80.7657541322314,63.7525826446281,99.075400442766,73.1149889308504,56.5275426487824,95.9941150178784,67.2629246126341,52.6417237783075,88.022968691763,62.9047474841595,49.8922614610511,74.1197784122649,58.6854478306747,47.1087300602073,4.41560890455503,3.36849027340162,6.4140400875645,3.98134788865019,3.27959370834268,6.37035118593235,4.41560890455503,3.36849027340162,6.4140400875645,3.98134788865019,3.27959370834268,6.37035118593235,3.36931988802451,6.39726504062478,4,3.27700955728672,6.33660003471894,3.55,3.3693198880245,6.39726504062478,3.3623612329765,6.39726504062478,3.27700955728672,6.33660003471894,3.27700955728672,6.33107415846632,0.461327,0.833593,0.842471279626196,-0.343363,-0.588674,0.595751789514727,0.109292,0.274722,0.336013165252494,-1540.397466
iproplatin-conf_3,-0.23451,-0.0955,-0.165005,0.13901,0.09793,170.597,36.6833,8.6835,2239.221,428.989319812086,695.709689502442,0.885094575584358,-201.0817,308.0477,31.6498,2.04429,2.4931,22.002,99.270402892562,76.1137654958678,62.7130681818182,99.1177236619352,68.1582888396927,54.1834874332595,96.1431019070322,62.0325536352801,49.4170887961859,88.1924385016772,57.3332090942974,46.253610696981,74.2687449568618,53.2411861461114,43.0788746818944,4.34809870571755,3.36581352086043,6.41321455381216,3.9931030089019,3.2990521741404,6.35167876803774,4.34809870571755,3.36581352086043,6.41321455381216,3.9931030089019,3.2990521741404,6.35167876803774,3.3539071380503,6.39081371970737,3.9,3.28199028697053,6.33758629132574,3.55,3.3539071380503,6.39081371970737,3.34897160389464,6.39081371970737,3.28199028697053,6.33758629132574,3.28199028697053,6.33758629132574,0.461271,0.833738,0.842273194122904,-0.361162,-0.603242,0.613248617776673,0.108167,0.273599,0.337566974461365,-1540.39796
iproplatin-conf_4,-0.23612,-0.0975,-0.16681,0.13862,0.10037,169.306,37.7156,8.4981,2476.271,417.829427152735,683.017303809047,0.897648353449583,-204.5908,32.1508,316.8454,2.49013,2.04646,22.076,99.2381198347107,63.307076446281,79.1483729338843,99.1958588357859,55.5850371142076,70.9923167079047,96.6831793802145,51.1453367103695,64.6556540524434,89.5528559448379,48.004216362281,59.7599468878122,76.2184997827571,44.9056545217553,55.6991341319595,3.99013439434749,3.29897181289608,6.09597613736149,4.17314593204149,3.37122352850601,6.39051999479267,3.99013439434749,3.29897181289608,6.09597613736149,4.17314593204149,3.37122352850601,6.39051999479267,3.30063019906707,6.0730964095756,3.55,3.36638087903665,6.37906732994722,3.75,3.30063019906707,6.06320872146094,3.30063019906707,5.84508340402427,3.36638087903665,6.37906732994722,3.36638087903665,6.28589691293136,0.464436,0.833916,0.842410232873509,0.108282,0.273761,0.336067089729119,-0.352735,-0.597533,0.606575335316233,-1540.397029
iproplatin-conf_5,-0.23367,-0.09611,-0.16489,0.13756,0.09882,170.673,37.7962,8.4769,2458.079,431.029242366269,696.815186251555,0.881838645753821,-202.824,324.4631,32.3461,2.03778,2.47764,22.228,99.1961518595041,81.0982696280992,63.9462809917355,99.0444719364501,73.4275296262534,56.4233624169814,96.0723331346842,67.5199269964243,52.5588498212157,87.9472605292583,63.1109066343645,49.8480013045099,74.0445192725467,58.8677766743219,47.0885575072932,4.48200018088897,3.36928412008014,6.39713746049179,3.97763939472003,3.27152649226968,6.33875815198682,4.48200018088897,3.36928412008014,6.39713746049179,3.97763939472003,3.27152649226968,6.33875815198682,3.37204536326206,6.38200595424354,4.05,3.26911206280278,6.32455532033676,3.55,3.37204536326206,6.38200595424354,3.37204536326206,6.38200595424354,3.26911206280278,6.32455532033676,3.26911206280278,6.32000791138745,0.461481,0.832493,0.840934135105717,-0.343097,-0.588718,0.595629824996197,0.108458,0.273883,0.335193362053905,-1540.396742
iproplatin-conf_6,-0.23441,-0.09852,-0.166465,0.13589,0.10196,169.552,40.5004,8.1245,2023.388,421.099332071067,685.441139835595,0.892783900227991,-206.8846,32.8444,333.4321,2.47507,2.04078,22.305,99.2026084710744,64.6791064049587,84.0747675619835,99.2853887224899,58.6990493553848,76.4031774970699,96.7213572705602,54.9519517282479,70.1122988676996,89.3513557584793,52.0586796496459,65.5172614610511,76.1242318912544,49.2567190118553,61.4180528831233,3.97507168279819,3.29265452742371,6.42200978101522,4.25877384812663,3.39721629403501,6.42005653376739,3.97507168279819,3.29265452742371,6.42200978101522,4.25877384812663,3.39721629403501,6.42005653376739,3.29434210962881,6.40488095127458,3.55,3.39993621768015,6.40488095127458,3.8,3.29434210962881,6.40488095127458,3.29434210962881,6.33482438588474,3.39993621768014,6.40488095127458,3.39993621768014,6.40488095127458,0.464474,0.829993,0.838589058039157,0.11094,0.276283,0.336359351078575,-0.333254,-0.5819,0.588801553302129,-1540.394695
iproplatin-conf_7,-0.23355,-0.09655,-0.16505,0.137,0.09942,168.901,37.8593,8.4021,2512.954,418.759430980371,683.516050427248,0.896090765101971,-202.6143,31.7687,313.1626,2.48559,2.04056,22.103,99.2574896694215,63.2360537190083,75.261492768595,99.3928245865347,54.6213699700482,67.8229587185832,97.1450387365912,49.898502681764,62.1238081048868,90.1195024226612,46.785314945956,57.4933609765188,76.850831729874,43.5975420520142,52.7826485010241,3.98558837865578,3.29022116817286,6.36076528979319,4.37350375264229,3.37080004915726,6.06827367229939,3.98558837865578,3.29022116817286,6.36076528979319,4.37350375264229,3.37080004915726,6.06827367229939,3.2946655174975,6.34527383175856,3.55,3.36993912903826,6.06485778893455,3.95,3.2946655174975,6.34527383175856,3.2946655174975,6.34527383175856,3.36993912903826,6.06485778893454,3.36993912903826,6.06485778893454,0.463174,0.833044,0.841096012346391,0.105669,0.271225,0.334723035411368,-0.365132,-0.605912,0.616018104287528,-1540.396792
iproplatin-conf_8,-0.23333,-0.09623,-0.16478,0.1371,0.09902,171.097,42.2541,8.3778,2280.635,430.939226955894,695.673457227257,0.88105912188937,-201.4072,31.5508,313.8255,2.51284,2.04706,21.656,99.244576446281,61.5347365702479,70.4932851239669,99.194231019664,52.5182315405652,60.9958979033728,96.195247318236,46.402897794994,54.2088796185936,88.18719716735,42.438501677227,49.5236209467014,74.3649525169139,39.2348395506176,45.7796691701322,4.01284103941836,3.33855572945632,6.38534907827503,3.96705926575976,3.38773754013367,6.429183873649,4.01284103941836,3.33855572945632,6.38534907827503,3.96705926575976,3.38773754013367,6.429183873649,3.3,6.37377439199098,3.6,3.38090411036102,6.4181383593687,3.55,3.3,6.37377439199098,3.3,6.14369595601866,3.38090411036102,6.4181383593687,3.33527482721252,6.4181383593687,0.461487,0.830378,0.839043397746505,0.110309,0.275614,0.343598563591293,-0.382678,-0.62083,0.639089863360388,-1540.395841
iproplatin-conf_9,-0.2343,-0.09936,-0.16683,0.13494,0.10313,169.964,39.2693,8.2938,2238.524,420.869310151854,685.241547652589,0.893098427288438,-211.3906,334.4568,32.8195,2.04075,2.47782,22.253,99.0960743801653,83.4775309917355,64.3724173553719,99.0721448105222,75.7048443807788,57.8021226722229,96.4475938617402,69.5917759237187,54.1297303337306,88.9803857622065,65.0379705553485,51.3679882594111,75.5756936254733,61.0363261125939,48.6468872199119,4.22311574834261,3.39238029751125,6.44599605201781,3.97782146915908,3.2994313030985,6.39072890524234,4.22311574834261,3.39238029751125,6.44599605201781,3.97782146915908,3.2994313030985,6.39072890524234,3.38976129983621,6.42884126417817,3.8,3.29796662179026,6.37887137352683,3.55,3.38976129983621,6.42884126417817,3.38606058888028,6.42884126417817,3.29796662179026,6.37887137352683,3.29796662179026,5.83309523323595,0.463947,0.829013,0.837045534626402,-0.336283,-0.583811,0.59033445111479,0.109451,0.274843,0.334817080948688,-1540.393438
iproplatin,-0.23072,-0.09676,-0.16374,0.13396,0.10007,170.469,36.8554,8.8759,2389.698,428.189307834135,693.542023861583,0.884905362618263,-214.1207,326.6075,31.863,2.04558,2.51641,21.566,99.1993801652893,70.3060433884298,61.3345816115703,99.1681859617138,61.6844641229327,52.7624039588488,96.4205899880811,56.2956272348033,47.6823227056019,88.9204016026836,52.7423825941111,44.6078317182259,75.6544441685805,49.5953851405872,41.9507634535411,3.96557657952185,3.42225358516199,6.42656713333441,4.01641211929531,3.37903804137419,6.32558552950117,3.96557657952185,3.42225358516199,6.42656713333441,4.01641211929531,3.37903804137419,6.32558552950117,3.42283867765224,6.41404708432983,3.55,3.37704897183661,6.31228960045402,3.6,3.42283867765224,6.41404708432983,3.4017077645652,6.41404708432983,3.37704897183661,6.26996810199223,3.37704897183661,5.97180877121832,0.459901,0.82672,0.835775644189875,-0.385627,-0.623,0.640663780561224,0.11034,0.275677,0.343903790550497,-1540.389114
lobaplatin-conf_1,-0.19057,-0.02501,-0.10779,0.16556,0.03509,160.689,81.5396,11.9627,1992.281,434.077530926434,681.043314378929,0.862382578173194,166.7422,145.6447,167.2127,1.55278,1.55271,88.408,95.389979338843,99.3317407024793,95.286673553719,79.4032426097148,93.0524807917698,79.2876676650606,64.2180050655542,83.5425357568534,64.1612038140644,53.1867312709653,72.8085398807305,53.125,42.6893892371672,58.7700173794302,42.5997765501831,11.1629696400806,2.78042508698918,4.62235500773598,5.06576520583814,1.73244513798732,10.7464728371086,7.51372580586552,2.07478142938204,4.62235500773598,5.06576520583814,1.73244513798732,7.09859410801018,2.78205080756888,4.599184710359,10.75,1.71068945758707,10.7197248099007,4.65,1.94209399714712,3.29013677527242,1.89625774022251,4.59619407771256,1.68732845779025,10.5171288857749,1.67870010861628,10.7197248099007,-0.046692,-0.15042,0.15213650786054,-0.01941,-0.080171,0.0881578314388461,-0.046034,-0.149815,0.151291963573747,-808.241417
lobaplatin-conf_2,-0.19066,-0.026,-0.10833,0.16466,0.03564,160.499,77.2286,11.9233,1981.501,433.577540078518,680.402794556372,0.862835635229789,167.2709,140.9096,166.7884,1.5515,1.55268,88.282,95.3254132231405,99.2542613636364,95.3673811983471,79.2974345617919,92.6992446933194,79.3690584711551,64.1546856376639,82.9782479141836,64.1919323599523,53.1442182258666,71.9734206112561,53.1692601565412,42.6265439761654,57.7090186828875,42.6936565079759,9.29043316508078,2.06231492589182,6.92555734862985,5.05283590226665,1.73140969094199,10.3300078079532,7.24629188727141,2.06231492589182,4.59229264135498,5.05283590226665,1.73140969094199,7.08429443565897,2.04486658418416,6.91989884319128,8.85,1.71529013094856,10.2939302503951,4.6,1.95753510232369,3.65136960605195,1.93752037881301,4.55987938436972,1.69038166418397,10.0902180353053,1.69161927208657,10.2939302503951,-0.045892,-0.149677,0.15113584465308,-0.017821,-0.078306,0.0864470810669742,-0.046752,-0.150468,0.15218101809687,-808.241247
lobaplatin-conf_3,-0.19066,-0.026,-0.10833,0.16466,0.03564,160.499,77.2343,11.924,2082.214,433.627534325693,680.490053059475,0.862809915963087,167.2715,140.9119,166.7901,1.5515,1.55267,88.282,95.338326446281,99.2574896694215,95.3835227272727,79.3218518036203,92.6878499804662,79.3723141033989,64.1788960071514,82.9707985697259,64.1965882002384,53.1576127469251,71.9751677226985,53.1675130450988,42.6315871143939,57.7121221525666,42.6711563528024,9.29177579246713,2.06229847488537,6.92501023338338,5.05286235276746,1.73177216522345,10.3300139112032,7.24640923397085,2.06229847488537,4.59231939465581,5.05286235276746,1.73177216522345,7.08436075826257,2.04486658418416,6.91989884319128,8.85,1.71529013094856,10.2939302503951,4.6,1.95753510232369,3.65136960605195,1.93752037881301,4.55987938436972,1.69038166418397,10.0902180353053,1.69161927208657,10.2939302503951,-0.045891,-0.149678,0.151136284075003,-0.017821,-0.078307,0.086445273485599,-0.046752,-0.150469,0.152181402477438,-808.241249
lobaplatin-conf_4,-0.18848,-0.03463,-0.111555,0.15385,0.04044,159.572,70.055,12.3526,2202.571,432.067562791251,678.711181187902,0.864415337254905,167.8906,150.0824,166.2938,1.55635,1.55202,89.371,95.3835227272727,99.2219783057851,95.415805785124,79.5025393931502,92.4339106654512,79.3006901940357,64.3818906436234,83.0452920143027,64.1584103098927,53.4592806559821,72.6542117033172,53.307281960492,42.9803395195829,58.9752343119608,43.0660728694681,8.91233803051886,2.04655325483397,7.10838023105452,6.02973525530859,1.7,9.73608899675469,7.13856738567719,2.04655325483397,4.57761766436378,4.99564835146608,1.7,6.93174589183308,2.02970409852138,7.10387218353484,8.5,1.68294372743897,9.71043253413565,5.6,1.93023518697076,3.31436268383531,1.93940105259551,4.46598253467252,1.69038166418397,9.71043253413565,1.67917460481266,9.71043253413565,-0.045329,-0.148971,0.149808693225727,-0.020166,-0.080423,0.08500173025886,-0.046786,-0.150294,0.15167255276417,-808.24064
lobaplatin-conf_5,-0.18865,-0.02867,-0.10866,0.15998,0.0369,160.256,81.6235,12.4993,1870.525,431.21757310645,677.467175686622,0.865060559936301,166.2825,163.1783,150.1964,1.55273,1.55018,87.706,95.3028150826446,95.3770661157025,99.3672520661157,79.1541867430655,79.6474150279984,93.7605808047923,63.9805572109654,64.8297824791418,85.0342669845054,53.1360650391353,54.0072912784197,74.423453224003,43.1013748370678,43.5630159518342,60.2771398423437,5.03204355796481,1.7437548499067,10.5883839532618,10.7027684969332,2.90508103305778,4.74576547115706,5.03204355796481,1.7437548499067,6.92374280128386,7.30957564452783,2.28928459581547,4.55192992503184,1.72734735934619,10.561841695462,4.6,2.88482580264131,4.72890050646025,10.25,1.68732845779025,10.5595927951792,1.68932039214751,10.561841695462,1.82080263637459,3.64005494464026,1.94356827937438,4.53100430368368,-0.046598,-0.150491,0.152870074668,-0.048216,-0.151897,0.154514545629206,-0.021793,-0.082601,0.0971294114364954,-808.234902
lobaplatin-conf_6,-0.18897,-0.02905,-0.10901,0.15992,0.03715,160.129,79.2616,12.485,2320.872,431.437576962844,677.792323162833,0.864896062626858,163.281,166.2963,150.8493,1.55296,1.55409,88.162,95.3673811983471,95.2576188016529,99.3349690082645,79.6864826149238,79.1134913400182,92.4680948040109,64.8502681764005,63.9451728247914,83.0350491656734,54.0102031308237,53.1017051807678,72.6448937756243,43.5622400844144,43.09400409658,58.6066972875675,5.58333435441109,1.74423842603747,10.0507068833617,8.80319082962687,2.04572105052565,7.52693567984432,4.93448846940682,1.74423842603747,6.91600707427025,6.72992310142554,2.04572105052565,4.60944530770611,1.7240865855933,10.0124921972504,5.15,2.02447606716139,7.50766275214863,8.35,1.69038166418397,9.91261822123701,1.69046105658291,9.91261822123701,1.93822187414152,3.29013677527242,1.88779672138881,4.43846820423443,-0.048129,-0.151816,0.154429482266179,-0.046532,-0.150424,0.152834812755471,-0.018983,-0.07929,0.0926545760014043,-808.234992
lobaplatin-conf_7,-0.18848,-0.03463,-0.111555,0.15385,0.04044,159.572,70.0607,12.3525,1980.871,431.96756262158,678.739366591442,0.864639385667052,167.8994,150.0882,166.3009,1.55635,1.55204,89.373,95.3932076446281,99.2219783057851,95.4061208677686,79.4846334158093,92.3997265268915,79.2941789295481,64.3884088200238,83.0536725268176,64.1425804529201,53.4866520685799,72.6524645918748,53.3066995900112,43.0063310781454,58.974458444541,43.0746074110856,8.91347381816253,2.04654065297876,7.10687871776189,6.03095269376644,1.7,9.73616369252444,7.13893151825199,2.04654065297876,4.57749186353039,4.99556404220556,1.7,6.93172743254739,2.02970409852138,7.10387218353484,8.5,1.68294372743897,9.71043253413565,5.6,1.93023518697076,3.31436268383531,1.93940105259551,4.46598253467252,1.69038166418397,9.71043253413565,1.67917460481266,9.71043253413565,-0.045329,-0.148971,0.149805663591201,-0.020167,-0.080423,0.0850001224175589,-0.046784,-0.150293,0.151666655280586,-808.240639
lobaplatin,-0.18848,-0.03463,-0.111555,0.15385,0.04044,159.575,70.0779,12.3529,1904.03,432.017566141369,678.944260575074,0.864713288079078,167.8898,150.0829,166.292,1.55634,1.552,89.372,95.4319473140496,99.2090650826446,95.3125,79.4113816903243,92.4387941138169,79.2469722620133,64.3567491060787,83.0676400476758,64.1239570917759,53.4557864330973,72.6850773387999,53.286316623183,43.0055552107256,58.9802774501893,43.0777108807647,8.91311485491197,2.04661611693007,7.10793001778087,6.02858056832909,1.7,9.73693954545906,7.1386556619047,2.04661611693007,4.57766945582952,4.99563479467623,1.7,6.93188397356666,2.02970409852138,7.10387218353484,8.5,1.69888798688001,9.71043253413565,5.6,1.93023518697076,3.31436268383531,1.93940105259551,4.46598253467252,1.67870010861629,9.71043253413565,1.67917460481266,9.71043253413565,-0.04533,-0.148973,0.149812291361557,-0.020165,-0.080424,0.0850081756656382,-0.046786,-0.150296,0.151677932996201,-808.24064
nedaplatin-conf_1,-0.19481,-0.05094,-0.122875,0.14387,0.05247,85.4196,42.2751,11.4175,873.742,305.336449161149,429.613714569201,0.90175985722382,267.1332,258.4354,-135.413,3.34226,2.13264,38.002,92.3779700413223,92.4360795454546,77.4567407024793,69.3807787472327,69.5142596692278,72.1138820158875,51.8101907032181,52.0197035160906,65.6091701430274,41.4397363026463,41.6220182631383,57.2842899739098,34.0415709763516,34.1641580286761,46.5555365899075,5.62818256712207,1.6977688291609,6.55045367885085,6.49912911121387,2.13,5.32850868633698,5.62818256712207,1.6977688291609,6.55045367885085,6.49912911121387,2.13,5.32850868633698,1.65,6.55,5.2,1.94770473849967,5.30589295029593,6.05,1.65,6.55,1.65,6.55,1.5441017820422,3.15158690186388,1.72473404740433,4.60027173110459,-0.115279,-0.726253,0.73193757011237,-0.111627,-0.72528,0.730643070270293,0.109741,0.423026,0.426151150487711,-535.609774
nedaplatin,-0.19481,-0.05092,-0.122865,0.14389,0.05246,85.4098,42.2644,11.4155,1332.145,305.196444360802,429.398248495263,0.901871854920252,267.1819,-135.4333,258.478,2.13298,3.34243,38.002,92.3101756198347,77.5116219008264,92.4102530991736,69.3547336892825,72.1301601771064,69.5272821982029,51.7394219308701,65.607307806913,51.9796632896305,41.3995527394707,57.2802133805442,41.613865076407,34.01247594811,46.5648469989448,34.1614424927068,6.50691302828206,2.13,5.32824460280888,5.62780851273828,1.69800758125081,6.55022805870484,6.50691302828206,2.13,5.32824460280888,5.62780851273828,1.69800758125081,6.55022805870484,1.94770473849967,5.30589295029593,6.05,1.65,6.55,5.2,1.5441017820422,3.15158690186388,1.72473404740433,4.60027173110459,1.65,6.55,1.65,6.55,-0.115345,-0.726357,0.732047580824498,0.10976,0.423019,0.426154322534689,-0.111656,-0.725387,0.730752680024507,-535.609821
oxaliplatin-conf_1,-0.20317,-0.04416,-0.123665,0.15901,0.04809,148.256,88.8266,18.0767,1680.742,411.265068862599,638.397350289691,0.871812351731627,37.5488,37.5486,133.6222,1.56513,5.77123,75.014,93.853305785124,93.8500774793389,99.1509555785124,80.7738637843469,80.7527021747623,92.2776403177497,64.3856153158522,64.366991954708,83.116991954708,50.3173919120388,50.32554509877,72.4183516585911,39.9253615542176,39.930792626156,59.8108435230588,4.46847165146282,1.7,9.1984670364786,9.47246414091561,2.59656259130215,4.73212684595519,4.46847165146282,1.7,7.30016109077855,7.87122508654533,2.36081376512569,3.91368152211889,1.69161927208657,9.18068624885961,4.05,2.58242512435889,4.72149340781071,9.05,1.69161927208657,9.13509715328743,1.69083105464544,9.13961158912128,1.67870010861629,3.90928382187838,1.67870010861629,3.84480168539289,0.15587,0.216068,0.21956268143972,0.155954,0.216157,0.219629593786903,0.031197,0.015263,0.05315259728367,-843.04137
