Compound_Name,Activity,HOMO,LUMO,μ,η,ω,polar_iso(au),polar_aniso(au),dipole(Debye),volume(Bohr_radius³/mol),SASA_surface_area(Å²),SASA_volume(Å³),SASA_sphericity,NMR_isotropic_shielding_Pt,NMR_isotropic_shielding_N1,NMR_isotropic_shielding_N2,distance_Pt_N1(Å),distance_Pt_N2(Å),angle_N1_Pt_N2(°),%Vbur_Pt_2.0Å,%Vbur_N1_2.0Å,%Vbur_N2_2.0Å,%Vbur_Pt_2.5Å,%Vbur_N1_2.5Å,%Vbur_N2_2.5Å,%Vbur_Pt_3.0Å,%Vbur_N1_3.0Å,%Vbur_N2_3.0Å,%Vbur_Pt_3.5Å,%Vbur_N1_3.5Å,%Vbur_N2_3.5Å,%Vbur_Pt_4.0Å,%Vbur_N1_4.0Å,%Vbur_N2_4.0Å,Sterimol_L_Pt_N1(Å)_morfeus,Sterimol_B1_Pt_N1(Å)_morfeus,Sterimol_B5_Pt_N1(Å)_morfeus,Sterimol_L_Pt_N2(Å)_morfeus,Sterimol_B1_Pt_N2(Å)_morfeus,Sterimol_B5_Pt_N2(Å)_morfeus,Buried_Sterimol_L_Pt_N1_5.0(Å),Buried_Sterimol_B1_Pt_N1_5.0(Å),Buried_Sterimol_B5_Pt_N1_5.0(Å),Buried_Sterimol_L_Pt_N2_5.0(Å),Buried_Sterimol_B1_Pt_N2_5.0(Å),Buried_Sterimol_B5_Pt_N2_5.0(Å),Sterimol_B1_Pt_N1(Å)_dbstep,Sterimol_B5_Pt_N1(Å)_dbstep,Sterimol_L_Pt_N1(Å)_dbstep,Sterimol_B1_Pt_N2(Å)_dbstep,Sterimol_B5_Pt_N2(Å)_dbstep,Sterimol_L_Pt_N2(Å)_dbstep,Sterimol_Bmin_Pt_N1_0.0Å(Å),Sterimol_Bmax_Pt_N1_0.0Å(Å),Sterimol_Bmin_Pt_N1_1.0Å(Å),Sterimol_Bmax_Pt_N1_1.0Å(Å),Sterimol_Bmin_Pt_N2_0.0Å(Å),Sterimol_Bmax_Pt_N2_0.0Å(Å),Sterimol_Bmin_Pt_N2_1.0Å(Å),Sterimol_Bmax_Pt_N2_1.0Å(Å),Hirsh_charge_Pt,Hirsh_CM5_charge_Pt,Hirsh_atom_dipole_Pt,Hirsh_charge_N1,Hirsh_CM5_charge_N1,Hirsh_atom_dipole_N1,Hirsh_charge_N2,Hirsh_CM5_charge_N2,Hirsh_atom_dipole_N2
CHEMBL308922,0,-0.234,-0.0855,-0.15975,0.1485,0.08593,313.997,208.43,8.001,3330.781,562.4993385814612,1023.3376293675352,0.8730545988455025,-124.3233,1066.4591,1059.7933,2.33654,2.33876,95.45,79.34852789256198,37.04480888429752,37.61621900826447,78.4965490298216,35.05502018491991,37.04909493423622,75.31752830750894,33.27342818831943,35.8434520262217,69.65383898620946,31.40141632500932,33.846207603428994,60.73722922227049,29.24593445472038,31.37918192539259,4.486539186335974,1.8836058537958384,9.28937567626739,4.488760954219327,2.0075740535400706,9.744767294262669,4.486539186335974,1.8836058537958384,6.98585211177858,4.488760954219327,2.0075740535400706,7.1738665630519405,1.8849314385859528,9.27200086281273,4.05,1.9931276345416675,9.732420048477152,4.049999999999998,1.8849314385859528,8.554677083326993,1.8646817117731131,6.4445713589035565,1.7873298558978468,9.73242004847715,1.760272201224599,9.404918925753693,0.109899,0.354606,0.3843399264180082,-0.307994,-0.349442,0.3509607645791762,-0.300716,-0.342336,0.345753318469975
CHEMBL611190,0,-0.36499,-0.18197,-0.27348,0.18302,0.20433,142.621,52.1147,7.2906,1691.101,388.3698370640242,613.9538696870397,0.8994888667512517,-89.3572,1030.4085,233.6116,2.3314,2.09268,87.491,78.61570247933885,38.035898760330575,97.54325929752066,77.42544602161739,36.46308113035551,84.57481442896211,75.48886323003575,34.43645709177592,72.01653754469606,71.37823797987328,32.260412784196795,61.67769288110324,63.73324126373285,29.780507106945564,51.775960523865685,4.481397620860023,2.7129976428781983,5.447038665112446,5.32743113971887,2.760356233083024,5.025710980600974,4.481397620860023,2.7129976428781983,5.447038665112446,5.32743113971887,2.760356233083024,5.025710980600974,2.685373825360868,5.433691194758865,4.050000000000001,2.753002469185756,5.008492787256463,4.899999999999999,2.5328453479019286,5.0700098619233485,2.483035612997341,5.0700098619233485,2.382058726063077,5.008492787256462,1.884559717910936,5.008492787256462,0.157049,0.464153,0.4697204505607564,-0.268368,-0.309837,0.3101176151704382,-0.06034,-0.586582,0.5926693128085847
Carboplatin,1,-0.22374,-0.05915,-0.141445,0.16459,0.06078,127.891,54.9884,13.3091,1279.621,381.53617496513857,580.9406858725442,0.8824760584104705,172.7741,162.394,131.4071,1.55138,2.18571,45.165,95.31572830578511,95.64178719008264,99.84826962809916,78.60561270998828,82.56608933454876,97.67059512957417,63.01214243146603,69.62902264600716,91.31220202622168,51.98879519194931,59.54330506895267,80.17610883339546,41.64856309353858,48.84744894792378,63.70065483210229,5.112550021193483,1.7,8.132864139904664,7.66698191571408,2.824278748016562,6.023690828662641,5.112550021193483,1.7,6.833330399441935,6.79806696087091,2.824278748016562,4.50812669793496,1.6873284577902468,8.119421161634616,4.699999999999999,2.7955770181876463,6.008327554319921,7.250000000000002,1.6791746048126608,8.056208785775107,1.6500000000000004,8.119421161634616,2.3141648585444594,3.197655391063896,2.504822238020568,3.9044846010709273,-0.052453,-0.156206,0.1571797551881285,-0.054553,-0.153733,0.1556287631898422,-0.006964,-0.015113,0.0372636995345336
Cisplatin,1,-0.22514,-0.05981,-0.142475,0.16533,0.06139,81.0956,33.3126,11.0921,983.814,278.9591597293972,387.0864722060617,0.9207650530282044,1068.7996,1069.0707,-115.3629,3.44438,2.33231,42.399,36.83496900826447,36.84788223140496,78.1379132231405,34.89061075660893,34.86944914702435,73.86378434692017,32.65140792610251,32.623472884386175,67.6279424910608,29.95888464405516,29.9513138278047,59.241637159895646,26.89389237167153,26.896219973930855,47.65222518775992,5.659487798747081,1.75,4.771199532512732,6.4056256940382905,2.13,4.072514707313422,5.659487798747081,1.75,4.771199532512732,6.4056256940382905,2.13,4.072514707313422,1.732411613907042,4.753945729601885,5.199999999999999,1.8842013645508395,4.057708713054696,6.000000000000002,1.7324116139070416,4.753945729601885,1.7,4.753945729601885,1.736955765372313,3.306055050963308,1.7362436063377604,3.961376023555451,-0.315947,-0.357253,0.3585867807867434,-0.316026,-0.357339,0.3586697975380699,0.08471,0.32597,0.3413905987325954
Imifoplatin,1,-0.23549,-0.04958,-0.142535,0.18591,0.05464,167.873,69.068,16.3815,2233.051,464.1423610654276,748.15784414536,0.8586741848266685,364.5346,377.3445,133.8454,2.91008,5.63258,70.252,98.58923037190084,97.82735020661156,99.47701446280992,91.51745018882669,88.3578590962365,93.0817814819638,79.00495381406436,74.44502383790227,83.91965882002384,63.56573797987327,59.30744502422661,73.35946235557212,51.22897399292409,48.14412513189746,61.28537955434176,5.990211454047309,2.2510299412457697,9.54300614013827,9.91528093781768,2.7642521377357583,5.664331287376948,5.990211454047309,2.2510299412457697,7.001322822357106,7.732581939810345,2.7642521377357583,5.664331287376948,2.238043369834459,9.51590773389486,5.550000000000001,2.635851487121052,5.65265424380441,9.500000000000002,2.235721894128605,9.51590773389486,1.976673940363048,9.513148795220223,2.022940466582256,5.65265424380441,2.28915307901679,5.65265424380441,0.487629,0.475004,0.5113246293363932,0.492112,0.491611,0.4982937390606067,0.033635,0.017287,0.0636350290484729
Lobaplatin,1,-0.18848,-0.03463,-0.111555,0.15385,0.04044,159.575,70.0779,12.3529,1904.03,432.0175661413689,678.9442605750743,0.8647132880790782,167.8898,150.0829,166.292,1.55634,1.552,89.372,95.4319473140496,99.20906508264464,95.3125,79.41138169032426,92.4387941138169,79.24697226201329,64.35674910607867,83.06764004767581,64.12395709177592,53.45578643309727,72.68507733879986,53.286316623183005,43.0055552107256,58.98027745018931,43.0777108807647,8.913114854911967,2.0466161169300667,7.107930017780868,6.02858056832909,1.7,9.736939545459055,7.138655661904696,2.0466161169300667,4.5776694558295175,4.995634794676231,1.7,6.931883973566658,2.029704098521381,7.103872183534835,8.500000000000002,1.6988879868800124,9.710432534135643,5.600000000000001,1.930235186970756,3.3143626838353097,1.9394010525955088,4.465982534672521,1.678700108616285,9.710432534135643,1.6791746048126597,9.710432534135643,-0.04533,-0.148973,0.1498122913615568,-0.020165,-0.080424,0.0850081756656381,-0.046786,-0.150296,0.1516779329962009
Nedaplatin,1,-0.19481,-0.05092,-0.122865,0.14389,0.05246,85.4098,42.2644,11.4155,1332.145,305.1964443608016,429.3982484952629,0.901871854920252,267.1819,-135.4333,258.478,2.13298,3.34243,38.002,92.31017561983472,77.51162190082644,92.41025309917356,69.35473368928245,72.13016017710639,69.52728219820288,51.73942193087009,65.607307806913,51.97966328963052,41.39955273947074,57.28021338054417,41.61386507640701,34.01247594810999,46.56484699894482,34.16144249270685,6.506913028282057,2.13,5.328244602808876,5.627808512738282,1.6980075812508086,6.550228058704835,6.506913028282057,2.13,5.328244602808876,5.627808512738282,1.6980075812508086,6.550228058704835,1.9477047384996728,5.305892950295926,6.050000000000001,1.6500000000000004,6.55,5.199999999999999,1.5441017820422045,3.151586901863885,1.72473404740433,4.600271731104588,1.6500000000000004,6.55,1.6500000000000004,6.55,-0.115345,-0.726357,0.7320475808244981,0.10976,0.423019,0.4261543225346893,-0.111656,-0.725387,0.7307526800245073
Oxaliplatin,1,-0.20317,-0.04415,-0.1236599999999999,0.15902,0.04808,148.254,88.824,18.0761,1337.762,411.2450680629673,638.7553661968179,0.872180681509054,37.551,37.5505,133.6381,1.56512,5.77118,75.006,93.8565340909091,93.88236053719008,99.10575929752066,80.7396796457872,80.76572470373746,92.28089594999348,64.37816597139452,64.41448152562575,83.10488676996425,50.30341502049944,50.34825754752144,72.39622158032054,39.90480106759357,39.93622369809447,59.78446403078642,4.467977875432792,1.7,9.19885429004807,9.472437549378956,2.596542276380712,4.73198692607779,4.467977875432792,1.7,7.300482681630559,7.8711809376911,2.36134042221152,3.91375486559522,1.6916192720865708,9.180686248859612,4.049999999999999,2.577675147691231,4.721493407810711,9.05,1.6916192720865708,9.135097153287424,1.6908310546454377,9.13961158912128,1.6787001086162852,3.909283821878376,1.6787001086162852,3.8448016853928886,0.155867,0.216067,0.2195618281168199,0.155961,0.216164,0.2196358593900367,0.031208,0.01528,0.0531632735918321
Picoplatin,1,-0.21766,-0.07535,-0.146505,0.14231,0.07541,144.629,73.3206,12.0145,1627.23,378.73102954188073,578.5656750741284,0.8865876533017396,1098.077,-6.767,-118.8289,3.04892,2.33339,43.09,36.479855371900825,97.80475206611573,81.14023760330579,36.22867560880323,92.39484307852584,79.98600078135173,35.84997020262217,85.35738230035757,76.1295068533969,34.853126164740964,76.45126723816624,69.15358274319792,33.31885047483086,65.80325553969337,58.77467258394885,6.907679478475003,3.083469431649874,5.173404092873311,6.407263516372133,2.457625800806845,7.043312273248102,6.844663167705789,3.083469431649874,5.173404092873311,6.407263516372133,2.457625800806845,6.556850259007033,3.071029295962993,5.161879502661797,6.449999999999999,2.456977368884661,7.025667228100117,6.000000000000002,1.7000000000000002,5.161879502661797,1.732411613907042,5.161879502661797,1.7404028754517398,6.622877018335761,2.339385184507341,7.025667228100117,-0.323948,-0.363888,0.3688692760111636,-0.04667,-0.320473,0.3266952087496846,0.119949,0.38014,0.3992388629442279
Satraplatin,1,-0.26622,-0.10711,-0.186665,0.15911,0.1095,216.11,44.9606,7.4298,2924.747,509.1586117857119,848.0560128628447,0.8509696201271577,841.7407,-222.7263,800.2433,2.3523,3.46117,43.065,35.74057334710744,99.20906508264464,35.51136363636363,36.28564917306941,99.24306550332076,36.04798801927334,36.9645783671037,96.43735101311086,36.34069576877235,36.94441856131196,89.0840477077898,36.018449496831906,36.27529327788467,77.74889826826393,35.63248712060083,9.863495571766428,3.62856423864591,6.21865211219381,8.104988149248767,1.75,7.694495404465885,7.512315047935445,3.62856423864591,6.21865211219381,5.611167614447128,1.75,6.705087124918444,3.6,6.201814250685038,9.45,1.7324116139070416,7.678704317786952,7.649999999999999,2.691325063459158,5.786622503671723,3.5087895905653586,6.201814250685038,1.7324116139070411,6.573431371817918,1.7324116139070411,6.983552104767315,-0.25432,-0.290988,0.291052986519637,0.489309,0.869968,0.876787680274991,-0.274161,-0.309214,0.3097724995476519
