molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,standard_value,standard_units,pchembl_value
CHEMBL1628045,Cisplatin complex,C34H50Cl2N2O3Pt+2,Hs-578T,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,=,17300.0,nM,4.76
CHEMBL1628045,Cisplatin complex,C34H50Cl2N2O3Pt+2,MDA-MB-231,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,=,12700.0,nM,4.90
CHEMBL1628046,Cisplatin complex,C32H46Cl2N2O3Pt+2,MDA-MB-231,In vitro inhibition of estrogen receptor negative human breast cancer MDA-MB-231 cell proliferation,=,9200.0,nM,5.04
CHEMBL1628046,Cisplatin complex,C32H46Cl2N2O3Pt+2,ZR-75-1,In vitro inhibition of estrogen receptor positive human breast cancer ZR-75-1 cell proliferation,=,9300.0,nM,5.03
CHEMBL1628046,Cisplatin complex,C32H46Cl2N2O3Pt+2,MCF7,In vitro inhibition of estrogen receptor positive human breast cancer MCF-7 cell proliferation,=,13400.0,nM,4.87
CHEMBL1628046,Cisplatin complex,C32H46Cl2N2O3Pt+2,Hs-578T,In vitro inhibition of estrogen receptor negative human breast cancer Hs 578.T cell proliferation,=,12400.0,nM,4.91
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,ML-2,Cytotoxicity against acute myelogenous leukemia ML-2 tumor cell lines,=,1000.0,nM,6.00
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,HBL-100,Cytotoxicity against breast carcinoma HBL100 tumor cell lines,=,6000.0,nM,5.22
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,A-427,Cytotoxicity against lung carcinoma A427 tumor cell lines,=,6000.0,nM,5.22
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,HCT-116,Cytotoxicity against colon cancer HCT116 tumor cell lines,=,9000.0,nM,5.05
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,A2780,Cytotoxicity against ovarian carcinoma A2780 tumor cell lines,=,4000.0,nM,5.40
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,HT-29,Cytotoxicity against colon cancer HT-29 tumor cell lines,=,8000.0,nM,5.10
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,A2780,Cytotoxicity against ovarian carcinoma A2780/cis tumor cell lines,=,3000.0,nM,5.52
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,A2780,Cytotoxicity against ovarian carcinoma A2780/cis90 tumor cell lines,=,7000.0,nM,5.16
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,MCF7,Cytotoxicity against breast carcinoma MCF-7 tumor cell lines,=,8000.0,nM,5.10
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,B16,Cytotoxicity against mouse melanoma B16 tumor cell lines,=,6000.0,nM,5.22
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,KG-1,Cytotoxicity against chronic myelogenous leukemia KG-1 tumor cell lines,=,2000.0,nM,5.70
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,HT-29,Cytotoxicity against colon cancer HT29N tumor cell lines,=,12000.0,nM,4.92
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,K562,Cytotoxicity against chronic myelogenous leukemia K562 tumor cell lines,=,3000.0,nM,5.52
CHEMBL164788,Platinum(IV) Complex,C14H24Cl2N2O4Pt,COR-L23,Cytotoxicity against lung carcinoma COR-L23/CTR tumor cell lines,=,25000.0,nM,4.60
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,290.0,nM,6.54
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,SNU1,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,=,2510.0,nM,5.60
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,2910.0,nM,5.54
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,14560.0,nM,4.84
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,2590.0,nM,5.59
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,SNU-5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,=,320.0,nM,6.50
CHEMBL171079,Platinum (II) complex,C6H12Cl2N2O2Pt,L1210,In vitro cytotoxicity against cisplatin resistance L1210 murine leukemia cell line,=,820.0,nM,6.09
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,29550.0,nM,4.53
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,5340.0,nM,5.27
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,SNU-5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,=,830.0,nM,6.08
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,SNU1,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,=,4890.0,nM,5.31
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,L1210,In vitro cytotoxicity against cisplatin resistance L1210 murine leukemia cell line,=,4350.0,nM,5.36
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,720.0,nM,6.14
CHEMBL171155,Platinum (II) complex,C9H14N2O6Pt,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,10830.0,nM,4.96
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,SNU-16,Cytotoxicity against human stomach cancer cell line SNU-16 in MTT assay,=,16070.0,nM,4.79
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,L1210,In vitro cytotoxicity against cisplatin resistance L1210 murine leukemia cell line,=,8980.0,nM,5.05
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,L1210,In vitro cytotoxicity against cisplatin sensitive L1210 murine leukemia cell line,=,2420.0,nM,5.62
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,SNU1,Cytotoxicity against human stomach cancer cell line SNU-1 in MTT assay,=,7860.0,nM,5.11
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,SNU-5,Cytotoxicity against human stomach cancer cell line SNU-5 in MTT assay,=,3650.0,nM,5.44
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,PC-14,Cytotoxicity against human non-small cell lung cancer cell line PC-14 in MTT assay,=,50060.0,nM,4.30
CHEMBL171156,Platinum (II) complex,C12H18N2O6Pt,PC-9,Cytotoxicity against human non-small cell lung cancer cell line PC-9 in MTT assay,=,105710.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743583,"Cis-[Pt(1,3-diaminebutane)2(OH)2] 1,1-cyclobutanedicarboxylate",C12H24N4O6Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743584,"Cis-[Pt(1,3-diaminepropane)2(O-Succinate)2]",C14H24N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743585,Platinum complex,C18H32N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743586,"Cis-[Pt(1,3-diaminepropane)2(OH)2] 1,1-cyclobutanedicarboxylate",C14H28N4O6Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743589,"1,1/t,t/DNP labeled derivative",C25H43Cl2F6N11O10Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50000.0,nM,
CHEMBL1743589,"1,1/t,t/DNP labeled derivative",C25H43Cl2F6N11O10Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,>,50000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743595,"1,1/t,t/CFDA labeled derivative",C38H44Cl2F6N8O13Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,>,50000.0,nM,
CHEMBL1743595,"1,1/t,t/CFDA labeled derivative",C38H44Cl2F6N8O13Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,1030.0,nM,5.99
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,8260.0,nM,5.08
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,8000.0,nM,5.10
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2300.0,nM,5.64
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,952200.0,nM,
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,176030.0,nM,
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,50.0,nM,7.30
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,360.0,nM,6.44
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,3130.0,nM,5.50
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,8670.0,nM,5.06
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,135900.0,nM,
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,643850.0,nM,
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,4700.0,nM,5.33
CHEMBL176080,,C4H6N2O4,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,7320.0,nM,5.13
CHEMBL176080,,C4H6N2O4,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,27930.0,nM,4.55
CHEMBL176080,,C4H6N2O4,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,3800.0,nM,5.42
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2500.0,nM,5.60
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,3740.0,nM,5.43
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,1520.0,nM,5.82
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,630.0,nM,6.20
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,9240.0,nM,5.03
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,12250.0,nM,4.91
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,460.0,nM,6.34
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,7300.0,nM,5.14
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,64840.0,nM,4.19
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,8840.0,nM,5.05
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,65990.0,nM,4.18
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,7200.0,nM,5.14
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,9210.0,nM,5.04
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,126800.0,nM,
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,27240.0,nM,4.57
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,4600.0,nM,5.34
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,100220.0,nM,
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,38860.0,nM,4.41
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2600.0,nM,5.58
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000000.0,nM,
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000000.0,nM,
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,5540.0,nM,5.26
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,32990.0,nM,4.48
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,24360.0,nM,4.61
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,169260.0,nM,
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line HEC-1-A,=,27000.0,nM,4.57
