molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,IC50_uM,pchembl_value,standard_units
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NTERA-2-cl-D1,SANGER: Inhibition of human NTERA-S-cl-D1 cell growth in a cell viability assay.,=,0.8485,6.07,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NOS-1,SANGER: Inhibition of human NOS-1 cell growth in a cell viability assay.,=,147.38025,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuO-3N1,SANGER: Inhibition of human HuO-3N1 cell growth in a cell viability assay.,=,8.87355,5.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H358,SANGER: Inhibition of human NCI-H358 cell growth in a cell viability assay.,=,195.44988,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1623,SANGER: Inhibition of human NCI-H1623 cell growth in a cell viability assay.,=,46.9208,4.33,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MV4-11,SANGER: Inhibition of human MV-4-11 cell growth in a cell viability assay.,=,3.45986,5.46,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MSTO-211H,SANGER: Inhibition of human MSTO-211H cell growth in a cell viability assay.,=,57.07054,4.24,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-231,SANGER: Inhibition of human MDA-MB-231 cell growth in a cell viability assay.,=,263.51044,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-175-VII,SANGER: Inhibition of human MDA-MB-175-VII cell growth in a cell viability assay.,=,69.74369,4.16,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-157,SANGER: Inhibition of human MDA-MB-157 cell growth in a cell viability assay.,=,290.42954,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB373-MEL-D,SANGER: Inhibition of human LB373-MEL-D cell growth in a cell viability assay.,=,10.97574,4.96,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KM12,SANGER: Inhibition of human KM12 cell growth in a cell viability assay.,=,113.61289,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KM-H2,SANGER: Inhibition of human KM-H2 cell growth in a cell viability assay.,=,450.45491999999996,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1648,SANGER: Inhibition of human NCI-H1648 cell growth in a cell viability assay.,=,69.68757000000001,4.16,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB2518-MEL,SANGER: Inhibition of human LB2518-MEL cell growth in a cell viability assay.,=,115.92101,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB2241-RCC,SANGER: Inhibition of human LB2241-RCC cell growth in a cell viability assay.,=,11.3436,4.95,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KLE,SANGER: Inhibition of human KLE cell growth in a cell viability assay.,=,136.83626,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KG-1,SANGER: Inhibition of human KG-1 cell growth in a cell viability assay.,=,3.63348,5.44,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuTu80,SANGER: Inhibition of human HUTU-80 cell growth in a cell viability assay.,=,466.97933,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HTC-C3,SANGER: Inhibition of human HTC-C3 cell growth in a cell viability assay.,=,4.4865,5.35,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCC2218,SANGER: Inhibition of human HCC2218 cell growth in a cell viability assay.,=,397.64912,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EW-24,SANGER: Inhibition of human EW-24 cell growth in a cell viability assay.,=,10.24472,4.99,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EW-22,SANGER: Inhibition of human EW-22 cell growth in a cell viability assay.,=,2.07606,5.68,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EW-18,SANGER: Inhibition of human EW-18 cell growth in a cell viability assay.,=,35.18898,4.45,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,WM-115,SANGER: Inhibition of human WM-115 cell growth in a cell viability assay.,=,33.39419,4.48,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,VMRC-RCZ,SANGER: Inhibition of human VMRC-RCZ cell growth in a cell viability assay.,=,297.83868,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KGN,SANGER: Inhibition of human KGN cell growth in a cell viability assay.,=,17.57969,4.75,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,VM-CUB-1,SANGER: Inhibition of human VM-CUB-1 cell growth in a cell viability assay.,=,6.30342,5.20,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-423,SANGER: Inhibition of human SNU-423 cell growth in a cell viability assay.,=,110.72072,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-387,SANGER: Inhibition of human SNU-387 cell growth in a cell viability assay.,=,26.08715,4.58,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SCH,SANGER: Inhibition of human SCH cell growth in a cell viability assay.,=,13.158700000000001,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,PSN1,SANGER: Inhibition of human PSN1 cell growth in a cell viability assay.,=,1.67544,5.78,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NH-12,SANGER: Inhibition of human NH-12 cell growth in a cell viability assay.,=,13.22903,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NEC8,SANGER: Inhibition of human NEC8 cell growth in a cell viability assay.,=,2.52087,5.60,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H2342,SANGER: Inhibition of human NCI-H2342 cell growth in a cell viability assay.,=,53.80821,4.27,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H23,SANGER: Inhibition of human NCI-H23 cell growth in a cell viability assay.,=,40.04192,4.40,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1437,SANGER: Inhibition of human NCI-H1437 cell growth in a cell viability assay.,=,84.37127000000001,4.07,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TCC-SUP,SANGER: Inhibition of human TCCSUP cell growth in a cell viability assay.,=,8.49884,5.07,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB1047-RCC,SANGER: Inhibition of human LB1047-RCC cell growth in a cell viability assay.,=,5.89212,5.23,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MC-IXC,SANGER: Inhibition of human MC-IXC cell growth in a cell viability assay.,=,1.67932,5.78,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MC116,SANGER: Inhibition of human MC116 cell growth in a cell viability assay.,=,86.86594000000001,4.06,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KINGS-1,SANGER: Inhibition of human KINGS-1 cell growth in a cell viability assay.,=,42.75914,4.37,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuCCT-1,SANGER: Inhibition of human HuCCT1 cell growth in a cell viability assay.,=,70.1423,4.15,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Hs-578T,SANGER: Inhibition of human Hs-578-T cell growth in a cell viability assay.,=,11.300030000000001,4.95,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCC38,SANGER: Inhibition of human HCC38 cell growth in a cell viability assay.,=,159.82076999999998,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCC 2998,SANGER: Inhibition of human HCC2998 cell growth in a cell viability assay.,=,271.05724,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,EW-3,SANGER: Inhibition of human EW-3 cell growth in a cell viability assay.,=,1.59758,5.80,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,YH-13,SANGER: Inhibition of human YH-13 cell growth in a cell viability assay.,=,12.13277,4.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,YAPC,SANGER: Inhibition of human YAPC cell growth in a cell viability assay.,=,1163.46046,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-10,SANGER: Inhibition of human TE-10 cell growth in a cell viability assay.,=,157.56909,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-1,SANGER: Inhibition of human TE-1 cell growth in a cell viability assay.,=,38.510889999999996,4.41,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SNU-449,SANGER: Inhibition of human SNU-449 cell growth in a cell viability assay.,=,71.97393,4.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SF-268,SANGER: Inhibition of human SF268 cell growth in a cell viability assay.,=,5.12058,5.29,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SF-126,SANGER: Inhibition of human SF126 cell growth in a cell viability assay.,=,12.06932,4.92,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RCC10RGB,SANGER: Inhibition of human RCC10RGB cell growth in a cell viability assay.,=,917.44625,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,QIMR-WIL,SANGER: Inhibition of human QIMR-WIL cell growth in a cell viability assay.,=,29.28215,4.53,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NMC-G1,SANGER: Inhibition of human NMC-G1 cell growth in a cell viability assay.,=,14.54116,4.84,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NKM-1,SANGER: Inhibition of human NKM-1 cell growth in a cell viability assay.,=,6.035010000000001,5.22,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H2405,SANGER: Inhibition of human NCI-H2405 cell growth in a cell viability assay.,=,22.746830000000003,4.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H2347,SANGER: Inhibition of human NCI-H2347 cell growth in a cell viability assay.,=,218.48514,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1563,SANGER: Inhibition of human NCI-H1563 cell growth in a cell viability assay.,=,145.51949,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MPP-89,SANGER: Inhibition of human MPP-89 cell growth in a cell viability assay.,=,16.19546,4.79,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,G-401,SANGER: Inhibition of human G-401 cell growth in a cell viability assay.,=,7.251270000000001,5.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,G-402,SANGER: Inhibition of human G-402 cell growth in a cell viability assay.,=,7.1092200000000005,5.15,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCE-T,SANGER: Inhibition of human HCE-T cell growth in a cell viability assay.,=,7.89531,5.10,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCT-116,SANGER: Inhibition of human HCT-116 cell growth in a cell viability assay.,=,8.683969999999999,5.06,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RO82-W-1,SANGER: Inhibition of human RO82-W-1 cell growth in a cell viability assay.,=,72.07296000000001,4.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OCUB-M,SANGER: Inhibition of human OCUB-M cell growth in a cell viability assay.,=,22.65172,4.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OCI-AML2,SANGER: Inhibition of human OCI-AML2 cell growth in a cell viability assay.,=,15.326,4.82,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H520,SANGER: Inhibition of human NCI-H520 cell growth in a cell viability assay.,=,72.83627,4.14,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1755,SANGER: Inhibition of human NCI-H1755 cell growth in a cell viability assay.,=,207.17876,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1703,SANGER: Inhibition of human NCI-H1703 cell growth in a cell viability assay.,=,148.37205,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Mo,SANGER: Inhibition of human Mo-T cell growth in a cell viability assay.,=,892.12388,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MEL-JUSO,SANGER: Inhibition of human MEL-JUSO cell growth in a cell viability assay.,=,18.76357,4.73,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MEL-HO,SANGER: Inhibition of human MEL-HO cell growth in a cell viability assay.,=,1.0706600000000002,5.97,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RPMI-2650,SANGER: Inhibition of human RPMI-2650 cell growth in a cell viability assay.,=,75.54957,4.12,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MEG-01,SANGER: Inhibition of human MEG-01 cell growth in a cell viability assay.,=,21.67622,4.66,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KP-4,SANGER: Inhibition of human KP-4 cell growth in a cell viability assay.,=,11.74981,4.93,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KOSC-2,SANGER: Inhibition of human KOSC-2 cell growth in a cell viability assay.,=,2.90516,5.54,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KNS-81-FD,SANGER: Inhibition of human KNS-81-FD cell growth in a cell viability assay.,=,535.4963100000001,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HEC-1,SANGER: Inhibition of human HEC-1 cell growth in a cell viability assay.,=,13.25553,4.88,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HDLM-2,SANGER: Inhibition of human HDLM-2 cell growth in a cell viability assay.,=,144.00068,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GB-1,SANGER: Inhibition of human GB-1 cell growth in a cell viability assay.,=,1.90491,5.72,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TGBC11TKB,SANGER: Inhibition of human TGBC11TKB cell growth in a cell viability assay.,=,29.400830000000003,4.53,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-9,SANGER: Inhibition of human TE-9 cell growth in a cell viability assay.,=,15.3554,4.81,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-8,SANGER: Inhibition of human TE-8 cell growth in a cell viability assay.,=,16.52936,4.78,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LCLC-103H cell line,SANGER: Inhibition of human LCLC-103H cell growth in a cell viability assay.,=,28.22407,4.55,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-HEP1,SANGER: Inhibition of human SK-HEP-1 cell growth in a cell viability assay.,=,28.898799999999998,4.54,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SK-LMS-1,SANGER: Inhibition of human SK-LMS-1 cell growth in a cell viability assay.,=,813.9060999999999,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW1710,SANGER: Inhibition of human SW1710 cell growth in a cell viability assay.,=,44.426089999999995,4.35,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Replicase polyprotein 1ab,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,=,3.82,5.42,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Unchecked,PubChem BioAssay. GLP1 secretion from NCI-H716 cells-IC50.   (Class of assay: confirmatory) ,,40.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,Unchecked,PubChem BioAssay. GLP1 secretion from STC-1 cells-IC50.   (Class of assay: confirmatory) ,,40.0,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1792,SANGER: Inhibition of human NCI-H1792 cell growth in a cell viability assay.,=,14.923680000000001,4.83,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1770,SANGER: Inhibition of human NCI-H1770 cell growth in a cell viability assay.,=,417.17717,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NB12,SANGER: Inhibition of human NB12 cell growth in a cell viability assay.,=,166.45683,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NB10,SANGER: Inhibition of human NB10 cell growth in a cell viability assay.,=,11.48355,4.94,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MFE-280,SANGER: Inhibition of human MFE-280 cell growth in a cell viability assay.,=,626.0160400000001,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LN-405,SANGER: Inhibition of human LN-405 cell growth in a cell viability assay.,=,15.45821,4.81,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LK-2,SANGER: Inhibition of human LK-2 cell growth in a cell viability assay.,=,44.29877,4.35,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LCLC-97TM1,SANGER: Inhibition of human LCLC-97TM1 cell growth in a cell viability assay.,=,19.81089,4.70,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KP-N-YS,SANGER: Inhibition of human KP-N-YS cell growth in a cell viability assay.,=,810.60428,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KP-N-YN,SANGER: Inhibition of human KP-N-YN cell growth in a cell viability assay.,=,581.16575,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IST-MES1,SANGER: Inhibition of human IST-MES1 cell growth in a cell viability assay.,=,19.719990000000003,4.71,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IST-MEL1,SANGER: Inhibition of human IST-MEL1 cell growth in a cell viability assay.,=,9.38046,5.03,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HGC-27,SANGER: Inhibition of human HGC-27 cell growth in a cell viability assay.,=,6.652699999999999,5.18,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HEL,SANGER: Inhibition of human HEL cell growth in a cell viability assay.,=,1.3936600000000001,5.86,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GCT,SANGER: Inhibition of human GCT cell growth in a cell viability assay.,=,6.122439999999999,5.21,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GCIY,SANGER: Inhibition of human GCIY cell growth in a cell viability assay.,=,18.52309,4.73,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TGBC1TKB,SANGER: Inhibition of human TGBC1TKB cell growth in a cell viability assay.,=,82.56187,4.08,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW1783,SANGER: Inhibition of human SW1783 cell growth in a cell viability assay.,=,23.29806,4.63,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW1573,SANGER: Inhibition of human SW1573 cell growth in a cell viability assay.,=,43.32821,4.36,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MOLT-4,SANGER: Inhibition of human MOLT-4 cell growth in a cell viability assay.,=,88.75484,4.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW1463,SANGER: Inhibition of human SW1463 cell growth in a cell viability assay.,=,188.76276000000001,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SJSA-1,SANGER: Inhibition of human SJSA-1 cell growth in a cell viability assay.,=,22.96759,4.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW 1116,SANGER: Inhibition of human SW1116 cell growth in a cell viability assay.,=,158.43034,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW1088,SANGER: Inhibition of human SW1088 cell growth in a cell viability assay.,=,9.699309999999999,5.01,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RKO,SANGER: Inhibition of human RKO cell growth in a cell viability assay.,=,66.78009,4.17,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RH-18,SANGER: Inhibition of human RH-18 cell growth in a cell viability assay.,=,352.94209,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OAW-28,SANGER: Inhibition of human OAW-28 cell growth in a cell viability assay.,=,22.923689999999997,4.64,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NY,SANGER: Inhibition of human NY cell growth in a cell viability assay.,=,28.231150000000003,4.55,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NUGC-3,SANGER: Inhibition of human NUGC-3 cell growth in a cell viability assay.,=,2.14292,5.67,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H446,SANGER: Inhibition of human NCI-H446 cell growth in a cell viability assay.,=,37.383410000000005,4.43,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H441,SANGER: Inhibition of human NCI-H441 cell growth in a cell viability assay.,=,199.34121,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SW13,SANGER: Inhibition of human SW13 cell growth in a cell viability assay.,=,14.308489999999999,4.84,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1651,SANGER: Inhibition of human NCI-H1651 cell growth in a cell viability assay.,=,7.0623000000000005,5.15,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MZ2-MEL,SANGER: Inhibition of human MZ2-MEL cell growth in a cell viability assay.,=,13.44279,4.87,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MZ1-PC,SANGER: Inhibition of human MZ1-PC cell growth in a cell viability assay.,=,29.92173,4.52,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-415,SANGER: Inhibition of human MDA-MB-415 cell growth in a cell viability assay.,=,48.40301,4.32,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-361,SANGER: Inhibition of human MDA-MB-361 cell growth in a cell viability assay.,=,18.467419999999997,4.73,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB831-BLC,SANGER: Inhibition of human LB831-BLC cell growth in a cell viability assay.,=,225.16197,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LB771-HNC,SANGER: Inhibition of human LB771-HNC cell growth in a cell viability assay.,=,89.8009,4.05,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KMOE-2,SANGER: Inhibition of human KMOE-2 cell growth in a cell viability assay.,=,25.18612,4.60,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuP-T4,SANGER: Inhibition of human HuP-T4 cell growth in a cell viability assay.,=,37.43155,4.43,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HuP-T3,SANGER: Inhibition of human HuP-T3 cell growth in a cell viability assay.,=,53.89555,4.27,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,U-87 MG,SANGER: Inhibition of human U-87-MG cell growth in a cell viability assay.,=,16.1936,4.79,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,TE-6,SANGER: Inhibition of human TE-6 cell growth in a cell viability assay.,=,57.26915,4.24,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,no-11,SANGER: Inhibition of human no-11 cell growth in a cell viability assay.,=,15.579450000000001,4.81,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GAK,SANGER: Inhibition of human GAK cell growth in a cell viability assay.,=,489.56831,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,SJRH30,SANGER: Inhibition of human SJRH30 cell growth in a cell viability assay.,=,98.29036,4.01,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,RMG-I,SANGER: Inhibition of human RMG-I cell growth in a cell viability assay.,=,1154.5443,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OC-314,SANGER: Inhibition of human OC-314 cell growth in a cell viability assay.,=,13.985959999999999,4.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,OAW-42,SANGER: Inhibition of human OAW-42 cell growth in a cell viability assay.,=,8.62973,5.06,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H510A,SANGER: Inhibition of human NCI-H510A cell growth in a cell viability assay.,=,3.10377,5.51,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H460,SANGER: Inhibition of human NCI-H460 cell growth in a cell viability assay.,=,344.72362,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1693,SANGER: Inhibition of human NCI-H1693 cell growth in a cell viability assay.,=,122.01756,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,NCI-H1666,SANGER: Inhibition of human NCI-H1666 cell growth in a cell viability assay.,=,56.45749,4.25,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MeWo,SANGER: Inhibition of human Mewo cell growth in a cell viability assay.,=,16.66779,4.78,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MZ7-mel,SANGER: Inhibition of human MZ7-mel cell growth in a cell viability assay.,=,6.67626,5.17,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,ME-180,SANGER: Inhibition of human ME-180 cell growth in a cell viability assay.,=,55.21121,4.26,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,MDA-MB-453,SANGER: Inhibition of human MDA-MB-453 cell growth in a cell viability assay.,=,25.771549999999998,4.59,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,LC-2-ad,SANGER: Inhibition of human LC-2-ad cell growth in a cell viability assay.,=,12.24246,4.91,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KNS-62,SANGER: Inhibition of human KNS-62 cell growth in a cell viability assay.,=,14.03759,4.85,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,KNS-42,SANGER: Inhibition of human KNS-42 cell growth in a cell viability assay.,=,20.48984,4.69,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IGROV-1,SANGER: Inhibition of human IGROV-1 cell growth in a cell viability assay.,=,0.34331,6.46,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IGR-1,SANGER: Inhibition of human IGR-1 cell growth in a cell viability assay.,=,574.56314,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,IA-LM,SANGER: Inhibition of human IA-LM cell growth in a cell viability assay.,=,23.14975,4.63,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HD-MY-Z,SANGER: Inhibition of human HD-MY-Z cell growth in a cell viability assay.,=,17.96212,4.75,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,HCT-15,SANGER: Inhibition of human HCT-15 cell growth in a cell viability assay.,=,267.30892,,nM
CHEMBL11359,CISPLATIN,H6Cl2N2Pt+2,GAMG,SANGER: Inhibition of human GAMG cell growth in a cell viability assay.,=,289.26638,,nM
