molecule_chembl_id,molecule_name,formula,target_pref_name,assay_description,standard_relation,IC50_uM,pchembl_value,standard_units
CHEMBL1743589,"1,1/t,t/DNP labeled derivative",C25H43Cl2F6N11O10Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1743591,"Cis-[Pt(1,3-diaminebutane)2(O-Succinate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL1743593,"Cis-[Pt(1,3-diaminepropane)2] 1,1-cyclobutanedicarboxylate",C12H22N4O4Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL1743594,"Cis-[Pt(1,3-diaminepropane)2(O-Glutarate)2]",C16H28N4O8Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1743595,"1,1/t,t/CFDA labeled derivative",C38H44Cl2F6N8O13Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,>,50.0,,nM
CHEMBL1743595,"1,1/t,t/CFDA labeled derivative",C38H44Cl2F6N8O13Pt2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1743600,"Cis-[Pt(1,3-diaminebutane)2] 1,1-cyclobutanedicarboxylate",C14H26N4O4Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,1.03,5.99,nM
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,8.26,5.08,nM
CHEMBL175505,Cis-Platinum (II) Conjugate,C6H12Cl2N2Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,8.0,5.10,nM
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2.3,5.64,nM
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,952.2,,nM
CHEMBL175535,Cis-Platinum (II) Conjugate,C9H18N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,176.03,,nM
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,0.05,7.30,nM
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,0.36,6.44,nM
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,3.13,5.50,nM
CHEMBL175793,camphorato platinum complex derivative,C18H30N2O6Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,8.67,5.06,nM
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,643.85,,nM
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,135.9,,nM
CHEMBL175844,Cis-Platinum (II) Conjugate,C12H22N2O4Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,4.7,5.33,nM
CHEMBL176080,,C4H6N2O4,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,27.93,4.55,nM
CHEMBL176080,,C4H6N2O4,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,3.8,5.42,nM
CHEMBL176080,,C4H6N2O4,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,7.32,5.13,nM
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,1.52,5.82,nM
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2.5,5.60,nM
CHEMBL176766,Cis-Platinum (II) Conjugate,C12H18N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,3.74,5.43,nM
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,12.25,4.91,nM
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,9.24,5.03,nM
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,0.46,6.34,nM
CHEMBL177002,camphorato platinum complex,C17H30N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,0.63,6.20,nM
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,8.84,5.05,nM
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,64.84,4.19,nM
CHEMBL177567,Cis-Platinum (II) Conjugate,C5H8N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,7.3,5.14,nM
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,7.2,5.14,nM
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,65.99,4.18,nM
CHEMBL177920,Cis-Platinum (II) Conjugate,C8H12N2O4Pt,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,9.21,5.04,nM
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,4.6,5.34,nM
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,126.8,,nM
CHEMBL177971,Cis-Platinum (II) Conjugate,C6H16Cl2N2Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,27.24,4.57,nM
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Resistance index for cisplatin-resistant A2780 human ovarian adenocarcinoma cell line to that of A2780 cell line,=,2.6,5.58,nM
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Inhibitory concentration against human A2780 ovarian adenocarcinoma cell line,=,38.86,4.41,nM
CHEMBL179236,Cis-Platinum (II) Conjugate,C6H14Cl2N2Pt+2,A2780,Inhibitory concentration against cisplatin-resistant A2780 human ovarian adenocarcinoma cell line,=,100.22,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1794811,"Cis-[Pt(1,3-diaminepropane)2(O-Maleate)2]",C14H22N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,>,200000.0,,nM
CHEMBL1794812,Platinum complex,C16H26N4O8Pt+2,PAM212,Compound was evaluated against normal Pam 212 cell line,>,200000.0,,nM
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,5.54,5.26,nM
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,32.99,4.48,nM
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,24.36,4.61,nM
CHEMBL186466,camphorato platinum complex derivative,C10H18N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,169.26,,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer OVCAR-3 cell proliferation,=,29.0,4.54,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,HeLa,inhibitory concentration against estrogen independent human uterus cancer cell line HeLa,=,13.0,4.89,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,A2780,inhibitory concentration against estrogen independent human ovarian cancer cell line A2780wt,=,4.2,5.38,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer Ishikawa cell proliferation,=,25.2,4.60,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human ovarian cancer SKOV-3 cell proliferation ,=,24.5,4.61,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,Estrogen receptor,Inhibition of estrogen dependent human uterus cancer RL-95-2 cell proliferation,=,31.0,4.51,nM
CHEMBL186705,Estrogen platinum (II) hybrid derivative,C6H8Cl2N2Pt+2,NON-PROTEIN TARGET,inhibitory concentration against estrogen independent human uterus cancer cell line HEC-1-A,=,27.0,4.57,nM
CHEMBL187664,camphorato platinum complex derivative,C11H20N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,0.91,6.04,nM
CHEMBL187664,camphorato platinum complex derivative,C11H20N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,44.85,4.35,nM
CHEMBL187664,camphorato platinum complex derivative,C11H20N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,11.06,4.96,nM
CHEMBL187664,camphorato platinum complex derivative,C11H20N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,17.46,4.76,nM
CHEMBL189637,"1,1/t,t derivative",C4H18Cl2N8O6Pt2-2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,=,75.1,4.12,nM
CHEMBL189637,"1,1/t,t derivative",C4H18Cl2N8O6Pt2-2,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),=,38.6,4.41,nM
CHEMBL190222,CFDA-Pt complex,C28H23Cl2N3O8Pt,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,>,50.0,,nM
CHEMBL190222,CFDA-Pt complex,C28H23Cl2N3O8Pt,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50.0,,nM
CHEMBL191157,camphorato platinum complex derivative,C16H30N2O4Pt,Bel-7402,In vitro Inhibitory concentration against BEL-7402 human hepatocarcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,122.15,,nM
CHEMBL191157,camphorato platinum complex derivative,C16H30N2O4Pt,HL-60,In vitro Inhibitory concentration against HL-60 human leukemia cell line; Tested by trypan blue exclusion test,=,7.08,5.15,nM
CHEMBL191157,camphorato platinum complex derivative,C16H30N2O4Pt,NON-PROTEIN TARGET,In vitro Inhibitory concentration against 3AO human ovarian carcinoma cell line; Tested by sulforhodamine B colorimetric assay,=,52.3,4.28,nM
CHEMBL191157,camphorato platinum complex derivative,C16H30N2O4Pt,A549,In vitro Inhibitory Concentration against A549 human lung carcinoma cell line; Tested by sulforhodamine B colorimetric assay,>,188.8,,nM
CHEMBL191321,DNP-Pt complex,C15H24ClN7O5Pt,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line,>,50.0,,nM
CHEMBL191321,DNP-Pt complex,C15H24ClN7O5Pt,NON-PROTEIN TARGET,Inhibitory concentration required for in vitro cytotoxic activity against human U2-OS osteosarcoma cell line (cisplatin Resistant),>,50.0,,nM
CHEMBL194376,trans-[Pt(OAc)2(NH3)(quin)],C13H16N2O4Pt,CH1,Concentration required to inhibit growth of the human ovarian cancer CH1 cells by 50% after 96h exposure,=,17.0,4.77,nM
CHEMBL194376,trans-[Pt(OAc)2(NH3)(quin)],C13H16N2O4Pt,A2780,Concentration required to inhibit growth of the human ovarian cancer A2780 cells by 50% after 96h exposure,=,13.0,4.89,nM
CHEMBL194376,trans-[Pt(OAc)2(NH3)(quin)],C13H16N2O4Pt,41M,Concentration required to inhibit growth of the human ovarian cancer 41M cells by 50% after 96h exposure,=,22.0,4.66,nM
CHEMBL196628,trans-[Pt(OAc)2(py)2],C14H16N2O4Pt,A2780,Concentration required to inhibit growth of the human ovarian cancer A2780 cells by 50% after 96h exposure,=,12.8,4.89,nM
CHEMBL196628,trans-[Pt(OAc)2(py)2],C14H16N2O4Pt,CH1,Concentration required to inhibit growth of the human ovarian cancer CH1 cells by 50% after 96h exposure,=,19.0,4.72,nM
CHEMBL196628,trans-[Pt(OAc)2(py)2],C14H16N2O4Pt,41M,Concentration required to inhibit growth of the human ovarian cancer 41M cells by 50% after 96h exposure,=,14.0,4.85,nM
CHEMBL197200,Cisplatin derivative,C20H37N5O13Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,62.7,4.20,nM
CHEMBL197200,Cisplatin derivative,C20H37N5O13Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,272.0,,nM
CHEMBL197200,Cisplatin derivative,C20H37N5O13Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,119.0,,nM
CHEMBL197201,Cisplatin derivative,C10H19N3O9Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,614.0,,nM
CHEMBL197201,Cisplatin derivative,C10H19N3O9Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,619.0,,nM
CHEMBL197201,Cisplatin derivative,C10H19N3O9Pt,Unchecked,"Inhibition concentration against C6 human breast cancer cells by the 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazoliumbromide (MTT) method",=,307.0,,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,M19-MEL,In vitro cytotoxicity against human tumor M19 cell line (melanoma cancer),=,21.4,4.67,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,A498,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),>,54.1,,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (sensitive to Cisplatin),=,1.2,5.92,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,NCI-H226,In vitro cytotoxicity against human tumor H226 cell line (nonsmall cell lung cancer),>,91.9,,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (resistant to Cisplatin),=,2.5,5.60,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,EVSA-T,In vitro cytotoxicity against human tumor EVSA-T cell line (breast cancer),=,42.5,4.37,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,IGROV-1,In vitro cytotoxicity against human tumor IGROV cell line (ovarian cancer),=,0.8,6.10,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,WiDr,In vitro cytotoxicity against human tumor WIDR cell line (colon cancer),=,2.0,5.70,nM
CHEMBL19739,[{cis-Pt(NH3)2Cl}2(-pzn)]Cl2,C4H12Cl4N6Pt2,MCF7,In vitro cytotoxicity against human tumor MCF-7 cell line (breast cancer),=,15.5,4.81,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,M19-MEL,In vitro cytotoxicity against human tumor M19 cell line (melanoma cancer),=,17.6,4.75,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,A498,In vitro cytotoxicity against human tumor A498 cell line (renal cancer),=,54.6,4.26,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,NCI-H226,In vitro cytotoxicity against human tumor H226 cell line (nonsmall cell lung cancer),>,91.9,,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (sensitive to Cisplatin),=,5.2,5.28,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,L1210,In vitro cytotoxicity against mouse tumor L1210 cell line (resistant to Cisplatin),=,18.4,4.74,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,EVSA-T,In vitro cytotoxicity against human tumor EVSA-T cell line (breast cancer),=,40.3,4.39,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,MCF7,In vitro cytotoxicity against human tumor MCF-7 cell line (breast cancer),=,26.2,4.58,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,WiDr,In vitro cytotoxicity against human tumor WIDR cell line (colon cancer),=,6.6,5.18,nM
CHEMBL19930,Platinum complex,C4H12Cl4N6Pt2,IGROV-1,In vitro cytotoxicity against human tumor IGROV cell line (ovarian cancer),=,0.1,7.00,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,PAM212,Compound was evaluated against transformed murine keratinocytes Pam 212-ras cell line,=,42000.0,,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780,=,320.0,,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,A2780,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,=,740.0,,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1,=,3300.0,,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,CH1,Compound was evaluated against human Ovarian carcinoma cell line CH1cisR,=,6000.0,,nM
CHEMBL2068258,"Cis-[Pt(1,3-diaminebutane) 1,1-cyclobutanedicarboxylate]",C10H16N2O4Pt,PAM212,Compound was evaluated against normal Pam 212 cell line,=,100000.0,,nM
CHEMBL2068288,Platinum complex,C12H20N2O5Pt,NCI-H460,Cytotoxicity against NCI-H460-resistant Human Nonsmall Cell Lung Cancer cell line assessed by MTT assay after 96 hr of compound exposure (resistance level),=,16.69,4.78,nM
CHEMBL2068288,Platinum complex,C12H20N2O5Pt,NCI-H460,Cytotoxicity against NCI-H460-sensitive Human Nonsmall Cell Lung Cancer cell line assessed by MTT assay after 96 hr of compound exposure,=,9.43,5.03,nM
CHEMBL2068288,Platinum complex,C12H20N2O5Pt,L1210,"Cytotoxicity against Cisplatin-resistant L1210-resistant mouse leukemia, assessed by MTT assay after 72 hr of compound exposure",=,13.05,4.88,nM
CHEMBL2068288,Platinum complex,C12H20N2O5Pt,L1210,"Cytotoxicity against Cisplatin-resistant L1210-sensitive mouse leukemia, assessed by MTT assay after 72 hr of compound exposure",=,12.24,4.91,nM
CHEMBL2068288,Platinum complex,C12H20N2O5Pt,NTERA-2-cl-D1,Growth inhibitory activity against NTERA-S-cl-D1 human testicular cancer cell line,=,0.6,6.22,nM
