Molecule,4(N)_q(N)_Hirshfeld,4(N)_q(N+1)_Hirshfeld,4(N)_q(N-1)_Hirshfeld,4(N)_f-_Hirshfeld,4(N)_f+_Hirshfeld,4(N)_CDD_Hirshfeld,4(N)_f0_Hirshfeld,4(N)_f+f-_Hirshfeld,4(N)_q(N)/f+_Hirshfeld,4(N)_q(N)/CDD_Hirshfeld,4(N)_q(N)/f-_Hirshfeld,4(N)_q(N+1)/f+_Hirshfeld,4(N)_q(N+1)/CDD_Hirshfeld,4(N)_q(N+1)/f-_Hirshfeld,4(N)_q(N-1)/f+_Hirshfeld,4(N)_q(N-1)/CDD_Hirshfeld,4(N)_q(N-1)/f-_Hirshfeld
picoplatin-conf_1,-0.0580271352,-0.1067705908,-0.0649219232,0.0068947879999999,0.0487434555999999,0.0418486676,0.0278191217999999,0.0003360757927494,-1.19046002146799,-1.386594568664356,-8.41608693407253,-2.19046002146799,-2.551349826009753,-15.485695977889405,-1.3319105590864182,-1.5513498260097531,-9.41608693407253
picoplatin-conf_2,-0.0580475235,-0.1067759026,-0.0649404287,0.0068929051999999,0.0487283791,0.0418354739,0.0278106421499999,0.0003358800976859,-1.1912467554251154,-1.387519205322065,-8.421343659274475,-2.191246755425116,-2.552281416848011,-15.490696520822612,-1.3327024189893484,-1.5522814168480112,-9.421343659274475
satraplatin,-0.0693948804,-0.1118770464,-0.0562279799,0.0131669004999999,0.042482166,0.0293152655,0.02782453325,0.0005593584527464,-1.633506172919714,-2.367192628700565,-5.27040364586943,-2.633506172919714,-3.816340889015656,-8.496839966247185,-1.3235666914912012,-1.9180443683854744,-4.27040364586943
satraplatin-conf_1,-0.0813647204,-0.1188935732,-0.0641249321,0.0172397883,0.0375288528,0.0202890644999999,0.02738432055,0.0006469894774138,-2.168057756351135,-4.010274618625222,-4.719589300293205,-3.168057756351135,-5.859983007102177,-6.896463641609798,-1.708683514567757,-3.1605662301482664,-3.719589300293205
satraplatin-conf_10,-0.0667943302,-0.1133201456,-0.0552574107,0.0115369195,0.0465258154,0.0349888959,0.02903136745,0.0005367645869416,-1.4356401843953497,-1.909015088412664,-5.78961569420676,-2.435640184395349,-3.2387459702608106,-9.822391982539187,-1.1876720531371925,-1.5792842065645174,-4.78961569420676
satraplatin-conf_2,-0.0791706582,,,,,,,,,,,,,,,,
satraplatin-conf_3,-0.0830168264,-0.1340315082,-0.0664922363,0.0165245901,0.0510146818,0.0344900917,0.03376963595,0.0008429967058269,-1.6273124416508655,-2.4069760997475096,-5.023835744040634,-2.627312441650865,-3.886087325189685,-8.111033761739119,-1.3033941201609136,-1.9278648743053344,-4.023835744040634
satraplatin-conf_4,-0.0746683383,-0.1122253598,-0.0575927628,0.0170755754999999,0.0375570214999999,0.020481446,0.0273162984999999,0.0006413077561783,-1.9881325866056765,-3.645657552694277,-4.372815329123169,-2.9881325866056767,-5.479367023207248,-6.5722739359502125,-1.5334752464329475,-2.811948082181307,-3.372815329123169
satraplatin-conf_5,-0.0746740623,-0.112238765,-0.0575998272,0.0170742350999999,0.0375647027,0.0204904676,0.0273194689,0.0006413885653614,-1.987878431951492,-3.644331781867191,-4.373493855663263,-2.987878431951492,-5.477608768674461,-6.5735750001474464,-1.5333497421769822,-2.811054795059922,-3.373493855663263
satraplatin-conf_6,-0.0783655471,,-0.0605244499,0.0178410972,,,,,,,-4.392417474189871,,,,,,-3.3924174741898714
satraplatin-conf_7,-0.0755535899,-0.1188978073,-0.0582655495,0.0172880403999999,0.0433442174,0.026056177,0.0303161289,0.0007493365815175,-1.743106564890937,-2.899642180815703,-4.370280734651685,-2.7431065648909367,-4.563133237082322,-6.877460056143786,-1.3442519670455508,-2.2361511245490835,-3.370280734651685
satraplatin-conf_8,-0.0782859237,-0.1231411474,-0.0618871548,0.0163987689,0.0448552237,0.0284564548,0.0306269963,0.0007355704474141,-1.74530226899749,-2.751077892527919,-4.773890294898905,-2.74530226899749,-4.327353785475764,-7.509170240212361,-1.379708976905626,-2.174801999580074,-3.7738902948989055
satraplatin-conf_9,-0.0698906149,-0.1161920735,-0.0581536406,0.0117369742999999,0.0463014586,0.0345644843,0.02901921645,0.0005434390296407,-1.509468967355598,-2.022035517538445,-5.954738684228015,-2.5094689673555983,-3.361602982168605,-9.89966157632296,-1.2559785881129883,-1.6824680529082845,-4.954738684228015
